,Year,Station,ARIMA,ARFIMA,ETS,GSVR,MLPrelu,LSTM,RPSOELM,RF,EELM,Nbeats,RVFL,edRVFL,edRVFLFSLRPool,MARIMAedRVFL,AARIMAedRVFL,Ensemble
0,2019,46083,0.4872431059258919,0.4806122698903695,0.4972299195950995,0.4614413445604363,0.4862074991721306,0.4859601046391781,0.4758441016161117,0.48136935713119317,0.4635739676195949,0.48915962165994165,0.4628764931188069,0.4627886873186885,0.4593153472896995,0.46383390053029927,0.45683865566804743,0.45342111971748195
1,2019,46080,0.6064311111908516,0.5754605686184754,0.6132821742903518,0.9876157233165153,0.5899836317083761,0.612079726458225,0.7713017210655576,0.6404066679165618,0.8280947131190437,0.618995683827918,0.6396829284657376,0.658012040052142,0.5581754722641857,0.6045110515577765,0.5591616090692216,0.5501073050773545
2,2019,46076,0.5579408156087978,6.146758742942218,0.5726137873475994,0.5086107681021881,0.49354287910266564,0.576414320184217,0.5443910429210717,0.5007891486166969,0.5092333529801901,0.5676332766214646,0.49379207770171296,0.49739901977511797,0.49603467233290666,0.489609007275991,0.49518972491637864,0.48607930488102946
3,2019,46001,0.6325900103140257,8.13917795228707,0.651265103431798,0.5563676220391505,0.6003927508468576,0.6133057516048325,0.5966844638060526,0.5959197773730568,0.5854487551516616,0.6470909339272758,0.5591504271993901,0.5594289825176978,0.5715660317032405,0.5713670286061039,0.5713263256179345,0.5552376158494693
4,2018,46083,0.5939645931649885,0.5788649654886207,0.6041254829461059,0.5367074807611971,0.5533784144357641,0.6324219618512166,0.5588954251681146,0.5465289573649341,0.5421673475159287,0.6025080472131015,0.5390355367781783,0.5354025409352113,0.5445132684760344,0.5149527787242882,0.5334690305012316,0.5246195292921343
5,2018,46080,0.5761330755578673,0.5800086546550532,0.6128650873395836,0.5564221790384518,0.7728959971753938,0.5859895731938016,0.5495343658143576,0.5760825069799318,0.5433514043215097,0.599821651169076,0.5240209079433645,0.5153345990846873,0.5161064051251772,0.546915506447857,0.5155290382033859,0.5106313407228473
6,2018,46076,0.6798955843939444,0.6659685296734453,0.6801566182063278,0.5925584991046953,0.5904267486670965,0.6886899045295782,0.6150397015997653,0.6161183216125482,0.6020881009092707,0.6767622601698468,0.6037539952125588,0.5944701493978584,0.5967044932573444,0.6126722058315707,0.5996260156180375,0.587779830670631
7,2018,46001,0.6551917505356832,0.6348695846783348,0.6588983456874441,0.5989146562819826,0.607330115176124,0.663204498674093,0.606825391301901,0.589496885721703,0.6521192526401884,0.6624909093784962,0.5921793236748304,0.5878370967958795,0.5838254299166199,0.6029273262321886,0.586962828582516,0.5827959974261504
8,2017,46083,0.46089961552869185,0.45332811046242577,0.46609107705472735,0.44415607277273067,0.5278000909246411,0.4447303726040955,0.48143747421725763,0.45969582244020785,0.4656532515369192,0.4682785039906448,0.44412296034521936,0.44425485697256084,0.4436045691263277,0.43365646473643793,0.4415478453918678,0.43323902077827875
9,2017,46080,0.44519965111552373,0.43291324501953704,0.4416024512283833,0.36057986025697963,0.3903382568215242,0.39852891871382307,0.3657947709419078,0.38014742773585747,0.3814231038231156,0.44896178869112957,0.37690536430482363,0.3647187554927941,0.365642637736068,0.3672769095442914,0.3833387574856245,0.364891346616402
10,2017,46076,0.5053143813424459,0.49695653921709826,0.5080197194060501,0.4429637974273705,0.45629704876166893,0.5694903717155815,0.46418995461103923,0.48239550305270423,0.4458694520604768,0.5135935489942874,0.4486021096053848,0.44198232064900955,0.4417944456150377,0.45706645375256194,0.4421474876070596,0.43946848409029515
11,2017,46001,0.6181354281946214,0.6001516628850421,0.6201429286199548,0.675108702140646,0.5437323238557548,0.6071689953745367,0.7225798269386833,0.5732995603012354,1.0619346343221345,0.6327978237625556,0.6029875393024531,0.577287615201962,0.5813301048460792,0.6462508584067506,0.5546820144863426,0.5502522447202455
