,Year,Station,ARIMA,ARFIMA,ETS,GSVR,MLPrelu,LSTM,RPSOELM,RF,EELM,Nbeats,RVFL,edRVFL,edRVFLFSLRPool,MARIMAedRVFL,AARIMAedRVFL,Ensemble
0,2019,46083,0.06020642184472087,0.06004512195610208,0.060410511077990614,0.06120373599996787,0.061752176194953455,0.058177286077742495,0.06654429050322094,0.06112555274096046,0.061431638439787536,0.061371036161012076,0.0599114145001613,0.05994176003936735,0.05942524800089107,0.059613686928849274,0.059628206131401795,0.059051607234492764
1,2019,46080,0.06352400216576169,0.06275556252120203,0.06403338656672415,0.08710243994964004,0.07650967493905769,0.06660413854055106,0.09819172482121526,0.064655628751021,0.07394903318407964,0.06529693528836185,0.06474326872562497,0.0641999452372112,0.06115103222386027,0.061494841453831564,0.061412548219613894,0.06109198967214968
2,2019,46076,0.06306327584812335,0.06275004966429659,0.06425040129697936,0.0659664839563624,0.06340516648782034,0.05907584689773135,0.07180089387683271,0.06488954003239114,0.06198287115310932,0.06480029307644213,0.061999778400959285,0.062033317571587455,0.062493462955447686,0.06146155481714013,0.06207541719198599,0.061985081291540886
3,2019,46001,0.060997124864696044,0.06047172745392031,0.06331010363772692,0.05869969882361606,0.06420021558441016,0.057679312909357155,0.060995371719471475,0.062006833481511224,0.059065235897294746,0.06326512802822477,0.05858310252172331,0.05856139850695826,0.058853112835832444,0.059369886610504886,0.05910849965504559,0.05891895267898768
4,2018,46083,0.0613442936207918,0.06084319679578673,0.06260148872388345,0.06090760112972465,0.06350544910669405,0.060829897824301614,0.06849579935234534,0.06135476445884445,0.06136457521298071,0.0625044319583452,0.060586995801153155,0.06029149228015188,0.059442140787434206,0.059939000976772475,0.05978817029078606,0.059206885565088005
5,2018,46080,0.0665426776644953,0.06721757064178363,0.06861310399814662,0.0647568310801343,0.07223315728284588,0.06320466046876551,0.07562891050021166,0.07329491618221322,0.06642444034930604,0.0685673054416662,0.06421255362914817,0.06377541798541687,0.06311933113100718,0.06326871515455314,0.06291872004482142,0.06261693097194428
6,2018,46076,0.06969634977909892,0.06914328175974896,0.06984124262897146,0.07177955895508559,0.07296843675505674,0.07126825050985307,0.07755826615934185,0.06778988283841193,0.0676684012153317,0.07064715012105001,0.06922813029614805,0.06828002845629308,0.06808088957859995,0.06621234379949843,0.06722093630995628,0.06669614048527421
7,2018,46001,0.06849086193714964,0.06780383228013313,0.06843676588620795,0.06761266317477845,0.07227823529212142,0.06311011108312362,0.06963639346068416,0.06626242998547006,0.06622733645464426,0.06952443871069293,0.06622299213215851,0.06541438145818464,0.06506489264419497,0.06557289279789184,0.06455797372296737,0.06442440577867803
8,2017,46083,0.06292535239499578,0.06278121930233156,0.06293121269990828,0.07640347178392512,0.07254129960087943,0.0666810206778475,0.07795359506616803,0.0638885815014061,0.06747363559444926,0.0646942495917113,0.06561428452297632,0.06491152935869879,0.06412153355900899,0.06351380840562221,0.06503306686522084,0.06382264236631559
9,2017,46080,0.06600923197492689,0.06572110460633154,0.06610206695646291,0.07116830896123817,0.06562364166899655,0.062754738218652,0.06676489245322066,0.06440422057172075,0.06934334765849359,0.06620341406326359,0.06816040160871097,0.06757307930429066,0.06470406578793694,0.06406010388865328,0.06389082689266348,0.06366658409732029
10,2017,46076,0.06463169564909575,0.06464712805281152,0.06514060621628784,0.06941896985147293,0.06755138179979225,0.06668015160789229,0.08039941610222232,0.06609140841243642,0.06774202037843277,0.06545747034469222,0.06659537673221509,0.0651369806495525,0.0651784661581543,0.06451729461394635,0.06450186327471312,0.06374063339099661
11,2017,46001,0.062426715545582004,0.062318180607485334,0.062231464166357456,0.0637754656172994,0.06475358166120342,0.06030714924209845,0.14731089783765983,0.06312674671984177,0.1420877365927108,0.06374995194792688,0.0729822680347967,0.06869517578368713,0.06448606252873065,0.06276532778796978,0.05995360147798824,0.05994872126300429
