,ARIMA,ARFIMA,ETS,GSVR,MLPrelu,LSTM,RPSOELM,RF,EELM,Nbeats,RVFL,edRVFL,edRVFLFSLRPool,MARIMAedRVFL,AARIMAedRVFL,Ensemble
0,13.92 ,5.92 ,15.25 ,7.50 ,9.17 ,9.67 ,6.50 ,5.92 ,8.08 ,13.33 ,6.00 ,5.83 ,5.67 ,13.00 ,4.50 ,5.75 
1,14.00 ,5.92 ,15.50 ,7.00 ,8.42 ,9.08 ,7.50 ,5.92 ,8.25 ,14.08 ,5.96 ,5.88 ,5.25 ,12.75 ,4.33 ,6.17 
2,14.25 ,7.67 ,14.50 ,6.67 ,6.58 ,7.08 ,8.92 ,5.25 ,9.42 ,14.33 ,7.13 ,6.71 ,4.83 ,12.25 ,4.92 ,5.50 
