,Year,Station,ARIMA,ARFIMA,ETS,GSVR,MLPrelu,LSTM,RPSOELM,RF,EELM,Nbeats,RVFL,edRVFL,edRVFLFSLRPool,MARIMAedRVFL,AARIMAedRVFL,Ensemble
0,2019,46083,1.7058884179488496,1.7010593994554815,1.7125213011323317,1.6896670824890434,1.7430295582535056,1.6593451158013044,1.8373995099407823,1.7396564401730992,1.705113762594911,1.7320503121446016,1.6824056770213933,1.6829493328454368,1.6770945778172741,1.695432506959056,1.68259386557587,1.668981560135391
1,2019,46080,1.7094815903564815,1.6872573213379487,1.7275691830591144,2.403892824371822,2.0088209975224944,1.8814337085683448,2.7601634982247476,1.8435069680488367,2.0675016671731186,1.7635294629253644,1.7416066362206781,1.7264491646064417,1.6382653613488944,1.6696321241689376,1.645158536172221,1.6442945415077168
2,2019,46076,1.6623669541026622,1.6533168991081029,1.6957398469995542,1.6679857844413524,1.6147275692263945,1.5631633261065019,1.8439251128947662,1.7724524944823856,1.611745354812968,1.705273039584011,1.6148759465396278,1.6155551257616825,1.6265068907173177,1.6041364250908845,1.6210946812915676,1.6158734910220207
3,2019,46001,1.403190491196787,1.3919463216693424,1.4545752463228607,1.3373201691142402,1.4355435961218297,1.3259741842131036,1.3946952623718514,1.4550554381572225,1.339702281852904,1.4526912967280519,1.34428557438057,1.3433845852511996,1.3494564685143478,1.3579571050827541,1.3511017530114584,1.3458916854372736
4,2018,46083,1.7094537830602288,1.6951502438486632,1.7450977427504495,1.6869552360604194,1.768323914666132,1.6864548724528685,1.8829563689816093,1.7441442457650274,1.6943645780204992,1.7412518793109089,1.6801575592340368,1.6773950833588909,1.6586299793784385,1.6609583519017754,1.6621620021045174,1.6465145494688715
5,2018,46080,1.561998761456862,1.5749928329508034,1.6156460276437512,1.5079209382311582,1.7171803225274374,1.503334046970655,1.7228195828380712,1.7634059862888596,1.5444804941167907,1.6168741978870944,1.4957268277939773,1.4898044735335052,1.475512261466142,1.4859065975151335,1.475512261466142,1.4657524633736299
6,2018,46076,1.8292728192464096,1.824632077602514,1.8373648566516645,1.8097144884464929,1.8512485040314655,1.8047632852015736,1.9154526654592203,1.8261388591642687,1.756627335299902,1.8555575818364203,1.7801671583087515,1.7636873156342183,1.7761356932153398,1.7267158308751231,1.7535791543756147,1.7404424778761065
7,2018,46001,1.5796228820606582,1.5628530441887254,1.5757724142993934,1.585614738285363,1.6670996129978743,1.4678768434086285,1.6345307231411186,1.5419922126134793,1.5557413001047853,1.5976112915719687,1.5320640777620307,1.5129272751478091,1.5017438252124282,1.5121502234493016,1.4937447636101462,1.4893567069597513
8,2017,46083,1.3664539741898565,1.3610456022252735,1.3700164128340475,1.4889912873490867,1.4655827999931736,1.3639260348660478,1.5707965154121415,1.3798727494419054,1.3957504324754613,1.4069675934529569,1.3723832151395488,1.3672791764045402,1.3602820033023648,1.3541014763977908,1.3678174204893232,1.3537673938624084
9,2017,46080,1.098388535319898,1.0889684552563632,1.1022282607900922,1.1296756943450168,1.0755858075178626,1.0107710956197575,1.0836016902271683,1.0807364178759367,1.118359739049394,1.1049460747737696,1.0952966759863312,1.0851071761416589,1.0542404473438958,1.0437361499430464,1.051523247385316,1.0432391011701356
10,2017,46076,1.509353085977756,1.5058940406383905,1.5271345226410025,1.5224267688364683,1.4880590304110877,1.4706623338613356,1.7449221239634454,1.5410744372397354,1.4931711202694664,1.5356019832714585,1.4853838353078241,1.4680459142086701,1.4711954836499626,1.4791050819879659,1.4642440067601192,1.4571498309311888
11,2017,46001,1.5200474872143195,1.5092010680133165,1.515906424272809,1.509704459571481,1.5120230409935562,1.4630862569049978,3.703625510157488,1.573763219440915,3.228429702819663,1.555513472930923,1.6966996829969645,1.603253696292764,1.5610116293760299,1.5446282420967221,1.4525203098141934,1.4624312477979724
