,ARIMA,ARFIMA,ETS,GSVR,MLPrelu,LSTM,RPSOELM,RF,EELM,Nbeats,RVFL,edRVFL,edRVFLFSLRPool,MARIMAedRVFL,AARIMAedRVFL,Ensemble
Mean,2.0634258949114486,2.0425411138350764,2.09104456729418,2.0718348126934747,2.0680845768114686,2.093277882504158,2.3558500034133467,2.0458780371580447,2.158545513647548,2.105355325169907,1.9817431725837402,1.9624227779448324,1.922979371647119,1.9338600582223358,1.922927557548898,1.8984710865723085
Median,2.096608901364721,2.0624716723322583,2.129759523571275,2.0370127299174943,2.197096688364044,2.156207125957751,2.2459853970622756,2.1089360647906332,2.0431883299364917,2.1344900630520116,2.0265190959238124,1.9694366962574275,1.901150817751305,1.9181330335253013,1.8870290844706756,1.8768645612776238
Min,1.5415050851773646,1.513421572603702,1.5463050388390929,1.442284871829848,1.533158095806151,1.5072304210656542,1.4889128610805054,1.403184492062923,1.4421041731386557,1.5593034128120469,1.465763694729212,1.4289158123640882,1.4126788857823338,1.4122812467640051,1.4135735735735735,1.3941555348451895
Max,2.4793842814518823,2.470044753626015,2.475123737568168,3.087119166752489,2.3562750703433637,2.486618837829947,4.4594376156709,2.411181926548841,3.512105019600272,2.506931111195553,2.327915437561455,2.336204007833922,2.31377581120944,2.2843362831858407,2.2790462143559496,2.264591937069813
IQR,0.39211881597983034,0.39786063166199437,0.40192509170762714,0.2571453178720424,0.3887557459399267,0.3579130228741023,0.30608061411937104,0.41731352291208834,0.30755204595994634,0.38318505774615197,0.2662614592333352,0.26680516854683023,0.3363924645142333,0.25448998832938696,0.3543101129434614,0.33800207878982014
Std,0.2721241406933723,0.27631222323218485,0.27553195107440315,0.40772461416823147,0.2617337887546719,0.27775755766535776,0.7461889859314749,0.3044072268208098,0.5767929145819661,0.2740000420812335,0.26049166005269203,0.26785247272977375,0.2538287073200199,0.24419110304136765,0.24977367752114651,0.24792127796174443
