,ARIMA,ARFIMA,ETS,GSVR,MLPrelu,LSTM,RPSOELM,RF,EELM,Nbeats,RVFL,edRVFL,edRVFLFSLRPool,MARIMAedRVFL,AARIMAedRVFL,Ensemble
Mean,9.05043228,7.58344001,9.164178339,7.935053007,7.795244845,7.949162581,7.706829694,7.564451826,9.529423431,9.037757709,7.617010483,7.61284178,7.627195876,8.752305203,7.502466631,7.683020913
Median,8.941015332,7.417649075,9.046881506,7.529517574,7.854178055,7.911733144,7.703994402,7.745252952,7.598838806,8.932856526,7.651504257,7.615737976,7.59666213,8.491698733,7.492837891,7.632970784
Min,6.723536623,5.512324513,6.882672138,5.844309707,5.40933586,5.624735201,6.313277723,5.800037929,6.475965621,6.722959205,6.12725277,6.049829139,5.940925753,6.132919126,5.429462566,5.693030962
Max,11.39462173,9.290906868,11.43479065,13.32614479,9.587128196,9.773113724,9.284797309,8.755431693,22.44453409,11.42564821,9.563782331,9.606634588,10.47086403,12.42904749,9.02742947,9.881413065
IQR,1.893188088,1.693615549,1.758675619,1.084614245,0.960391788,1.816124734,1.18192742,1.077238715,1.416665172,1.957620749,1.148351436,1.17627138,1.102729618,1.959429814,1.271725213,1.814910159
Std,1.364588143,1.129052005,1.334594623,1.910785646,1.10886089,1.228410734,0.861411115,0.878129733,4.952940284,1.381853806,0.986173484,1.013929352,1.189583666,1.820822545,1.026712695,1.220364231
