,Year,Station,Metric,ARIMA,ARFIMA,ETS,GSVR,MLPrelu,LSTM,RPSOELM,RF,EELM,Nbeats,RVFL,edRVFL,edRVFLFSLRPool,MARIMAedRVFL,AARIMAedRVFL,Ensemble
0,2019,46083,RMSE,0.26158894175051,0.26089234516864435,0.2624941725766462,0.25852759632247624,0.2673423667282588,0.2562918823553476,0.28113120297632227,0.26490011155379517,0.25992987871138706,0.26585349628421084,0.2579036737794131,0.25782801933737437,0.257461194868437,0.2612948357158891,0.25667591083880315,0.25638866097117063
1,2019,46083,MASE,1.7058884179488496,1.7010593994554815,1.7125213011323317,1.6896670824890434,1.7430295582535056,1.6593451158013044,1.8373995099407823,1.7396564401730992,1.705113762594911,1.7320503121446016,1.6824056770213933,1.6829493328454368,1.6770945778172741,1.695432506959056,1.68259386557587,1.668981560135391
2,2019,46083,MAPE,0.06020642184472087,0.06004512195610208,0.060410511077990614,0.06120373599996787,0.061752176194953455,0.058177286077742495,0.06654429050322094,0.06112555274096046,0.061431638439787536,0.061371036161012076,0.0599114145001613,0.05994176003936735,0.05942524800089107,0.059613686928849274,0.059628206131401795,0.059051607234492764
3,2019,46080,RMSE,0.2983554201714753,0.2938197027358761,0.30224876766748265,0.5163155702343535,0.3660703025424992,0.3444189376600233,0.6347385156473154,0.36205077124382024,0.41352276724032083,0.3071818374616724,0.30452984908295094,0.3009538678545833,0.28473812701422657,0.29162516711549735,0.285011758907339,0.2854309942398331
4,2019,46080,MASE,1.7094815903564815,1.6872573213379487,1.7275691830591144,2.403892824371822,2.0088209975224944,1.8814337085683448,2.7601634982247476,1.8435069680488367,2.0675016671731186,1.7635294629253644,1.7416066362206781,1.7264491646064417,1.6382653613488944,1.6696321241689376,1.645158536172221,1.6442945415077168
5,2019,46080,MAPE,0.06352400216576169,0.06275556252120203,0.06403338656672415,0.08710243994964004,0.07650967493905769,0.06660413854055106,0.09819172482121526,0.064655628751021,0.07394903318407964,0.06529693528836185,0.06474326872562497,0.0641999452372112,0.06115103222386027,0.061494841453831564,0.061412548219613894,0.06109198967214968
6,2019,46076,RMSE,0.2683780363954645,0.2662186388563594,0.2724018155119219,0.2597108737351114,0.25114911477082635,0.2482026973426642,0.2938667943063281,0.3119356576210677,0.25277036833286176,0.2742156152969156,0.25581736483919465,0.25577422013875983,0.2578047194370064,0.2531196828441546,0.25786839354197205,0.25521987872390384
7,2019,46076,MASE,1.6623669541026622,1.6533168991081029,1.6957398469995542,1.6679857844413524,1.6147275692263945,1.5631633261065019,1.8439251128947662,1.7724524944823856,1.611745354812968,1.705273039584011,1.6148759465396278,1.6155551257616825,1.6265068907173177,1.6041364250908845,1.6210946812915676,1.6158734910220207
8,2019,46076,MAPE,0.06306327584812335,0.06275004966429659,0.06425040129697936,0.0659664839563624,0.06340516648782034,0.05907584689773135,0.07180089387683271,0.06488954003239114,0.06198287115310932,0.06480029307644213,0.061999778400959285,0.062033317571587455,0.062493462955447686,0.06146155481714013,0.06207541719198599,0.061985081291540886
9,2019,46001,RMSE,0.32375252965181295,0.32144890271079346,0.33399774481815325,0.30603031359503036,0.3359708945707397,0.30640756481052245,0.3196176131273203,0.3382443418591353,0.30641961699205555,0.3329882840656602,0.30887739229368355,0.30860158336552335,0.3106995733260846,0.3108646697395833,0.31101217949522436,0.3091806042947081
10,2019,46001,MASE,1.403190491196787,1.3919463216693424,1.4545752463228607,1.3373201691142402,1.4355435961218297,1.3259741842131036,1.3946952623718514,1.4550554381572225,1.339702281852904,1.4526912967280519,1.34428557438057,1.3433845852511996,1.3494564685143478,1.3579571050827541,1.3511017530114584,1.3458916854372736
11,2019,46001,MAPE,0.060997124864696044,0.06047172745392031,0.06331010363772692,0.05869969882361606,0.06420021558441016,0.057679312909357155,0.060995371719471475,0.062006833481511224,0.059065235897294746,0.06326512802822477,0.05858310252172331,0.05856139850695826,0.058853112835832444,0.059369886610504886,0.05910849965504559,0.05891895267898768
12,2018,46083,RMSE,0.2834568761445977,0.28161140829344505,0.2854800054250916,0.27887016456408387,0.29599288239363836,0.28096142910146965,0.31617574634741663,0.3143580948842036,0.2775839793994582,0.28477715247992685,0.2759094288861678,0.27535812008387084,0.27502752880858233,0.2719885766807322,0.27394955307973795,0.2709071155238114
13,2018,46083,MASE,1.7094537830602288,1.6951502438486632,1.7450977427504495,1.6869552360604194,1.768323914666132,1.6864548724528685,1.8829563689816093,1.7441442457650274,1.6943645780204992,1.7412518793109089,1.6801575592340368,1.6773950833588909,1.6586299793784385,1.6609583519017754,1.6621620021045174,1.6465145494688715
14,2018,46083,MAPE,0.0613442936207918,0.06084319679578673,0.06260148872388345,0.06090760112972465,0.06350544910669405,0.060829897824301614,0.06849579935234534,0.06135476445884445,0.06136457521298071,0.0625044319583452,0.060586995801153155,0.06029149228015188,0.059442140787434206,0.059939000976772475,0.05978817029078606,0.059206885565088005
15,2018,46080,RMSE,0.2752077684781108,0.27635342082002246,0.28376931648266235,0.27160981541661416,0.3143913362786058,0.27046237667944717,0.30055889343499737,0.3190125991577199,0.27301007603125793,0.28371721691222673,0.2643245262597648,0.26408414578059836,0.2632707163134385,0.26460751019343753,0.2632545726688155,0.2608752986292093
16,2018,46080,MASE,1.561998761456862,1.5749928329508034,1.6156460276437512,1.5079209382311582,1.7171803225274374,1.503334046970655,1.7228195828380712,1.7634059862888596,1.5444804941167907,1.6168741978870944,1.4957268277939773,1.4898044735335052,1.475512261466142,1.4859065975151335,1.475512261466142,1.4657524633736299
17,2018,46080,MAPE,0.0665426776644953,0.06721757064178363,0.06861310399814662,0.0647568310801343,0.07223315728284588,0.06320466046876551,0.07562891050021166,0.07329491618221322,0.06642444034930604,0.0685673054416662,0.06421255362914817,0.06377541798541687,0.06311933113100718,0.06326871515455314,0.06291872004482142,0.06261693097194428
18,2018,46076,RMSE,0.31973391204635093,0.3188539533481556,0.3199518715418459,0.31418901549978995,0.3164074540378341,0.3177564080773857,0.32954592778483904,0.3282061984778461,0.3058606072872912,0.3210628222602329,0.30891148508684957,0.30680898453607697,0.30869060265767045,0.30357969324830336,0.30628687897319445,0.30327611250379205
19,2018,46076,MASE,1.8292728192464096,1.824632077602514,1.8373648566516645,1.8097144884464929,1.8512485040314655,1.8047632852015736,1.9154526654592203,1.8261388591642687,1.756627335299902,1.8555575818364203,1.7801671583087515,1.7636873156342183,1.7761356932153398,1.7267158308751231,1.7535791543756147,1.7404424778761065
20,2018,46076,MAPE,0.06969634977909892,0.06914328175974896,0.06984124262897146,0.07177955895508559,0.07296843675505674,0.07126825050985307,0.07755826615934185,0.06778988283841193,0.0676684012153317,0.07064715012105001,0.06922813029614805,0.06828002845629308,0.06808088957859995,0.06621234379949843,0.06722093630995628,0.06669614048527421
21,2018,46001,RMSE,0.32962561515097105,0.3267334465322856,0.3289349033202923,0.34262317023674954,0.3555976941618901,0.31369049876848787,0.3537302686492839,0.32976428805140123,0.3374513557047999,0.3320691154436669,0.3244326402677656,0.32109800211246914,0.3176379481016035,0.3196257339665944,0.31701461092438754,0.3158951303161714
22,2018,46001,MASE,1.5796228820606582,1.5628530441887254,1.5757724142993934,1.585614738285363,1.6670996129978743,1.4678768434086285,1.6345307231411186,1.5419922126134793,1.5557413001047853,1.5976112915719687,1.5320640777620307,1.5129272751478091,1.5017438252124282,1.5121502234493016,1.4937447636101462,1.4893567069597513
23,2018,46001,MAPE,0.06849086193714964,0.06780383228013313,0.06843676588620795,0.06761266317477845,0.07227823529212142,0.06311011108312362,0.06963639346068416,0.06626242998547006,0.06622733645464426,0.06952443871069293,0.06622299213215851,0.06541438145818464,0.06506489264419497,0.06557289279789184,0.06455797372296737,0.06442440577867803
24,2017,46083,RMSE,0.24106541769310544,0.24006185985056713,0.24228613216246972,0.24983594901625897,0.2545265226433673,0.23571021328174618,0.26941572311478407,0.24301438217088656,0.241523169394766,0.24779757604528166,0.23795498152754377,0.2381793617969136,0.23759791864299423,0.23702427461578535,0.23784532959309698,0.2357081764731027
25,2017,46083,MASE,1.3664539741898565,1.3610456022252735,1.3700164128340475,1.4889912873490867,1.4655827999931736,1.3639260348660478,1.5707965154121415,1.3798727494419054,1.3957504324754613,1.4069675934529569,1.3723832151395488,1.3672791764045402,1.3602820033023648,1.3541014763977908,1.3678174204893232,1.3537673938624084
26,2017,46083,MAPE,0.06292535239499578,0.06278121930233156,0.06293121269990828,0.07640347178392512,0.07254129960087943,0.0666810206778475,0.07795359506616803,0.0638885815014061,0.06747363559444926,0.0646942495917113,0.06561428452297632,0.06491152935869879,0.06412153355900899,0.06351380840562221,0.06503306686522084,0.06382264236631559
27,2017,46080,RMSE,0.19879041125001706,0.19736803006269135,0.2002478876775328,0.19632430030022485,0.19352474030588335,0.17917169263450738,0.19335007845227506,0.20312746908332707,0.19377727689867125,0.20205215028093448,0.19095990268394014,0.18834207132599384,0.18731388927485443,0.18560680414305142,0.18784821099070312,0.18513026945975591
28,2017,46080,MASE,1.098388535319898,1.0889684552563632,1.1022282607900922,1.1296756943450168,1.0755858075178626,1.0107710956197575,1.0836016902271683,1.0807364178759367,1.118359739049394,1.1049460747737696,1.0952966759863312,1.0851071761416589,1.0542404473438958,1.0437361499430464,1.051523247385316,1.0432391011701356
29,2017,46080,MAPE,0.06600923197492689,0.06572110460633154,0.06610206695646291,0.07116830896123817,0.06562364166899655,0.062754738218652,0.06676489245322066,0.06440422057172075,0.06934334765849359,0.06620341406326359,0.06816040160871097,0.06757307930429066,0.06470406578793694,0.06406010388865328,0.06389082689266348,0.06366658409732029
30,2017,46076,RMSE,0.2478721629367893,0.24706538227260358,0.2497673995867934,0.24153111665779478,0.2387865632077373,0.2364295141841193,0.2792752896310129,0.2576308907448792,0.23700252177273712,0.2510067094379494,0.23656678198099948,0.23491841021447485,0.23528732520431994,0.2376847200632283,0.23497425945757536,0.2341882833303437
31,2017,46076,MASE,1.509353085977756,1.5058940406383905,1.5271345226410025,1.5224267688364683,1.4880590304110877,1.4706623338613356,1.7449221239634454,1.5410744372397354,1.4931711202694664,1.5356019832714585,1.4853838353078241,1.4680459142086701,1.4711954836499626,1.4791050819879659,1.4642440067601192,1.4571498309311888
32,2017,46076,MAPE,0.06463169564909575,0.06464712805281152,0.06514060621628784,0.06941896985147293,0.06755138179979225,0.06668015160789229,0.08039941610222232,0.06609140841243642,0.06774202037843277,0.06545747034469222,0.06659537673221509,0.0651369806495525,0.0651784661581543,0.06451729461394635,0.06450186327471312,0.06374063339099661
33,2017,46001,RMSE,0.3562319734247962,0.3531683272049246,0.35738000920496094,0.340448208638691,0.34088958320309243,0.3379614025551979,0.815085990883182,0.37993897457607273,0.6952981426444621,0.36691490147621586,0.37266543162619226,0.35994475774204127,0.3546633079970144,0.35548521264875194,0.34113829398053697,0.33987120087003236
34,2017,46001,MASE,1.5200474872143195,1.5092010680133165,1.515906424272809,1.509704459571481,1.5120230409935562,1.4630862569049978,3.703625510157488,1.573763219440915,3.228429702819663,1.555513472930923,1.6966996829969645,1.603253696292764,1.5610116293760299,1.5446282420967221,1.4525203098141934,1.4624312477979724
35,2017,46001,MAPE,0.062426715545582004,0.062318180607485334,0.062231464166357456,0.0637754656172994,0.06475358166120342,0.06030714924209845,0.14731089783765983,0.06312674671984177,0.1420877365927108,0.06374995194792688,0.0729822680347967,0.06869517578368713,0.06448606252873065,0.06276532778796978,0.05995360147798824,0.05994872126300429
