,ARIMA,ARFIMA,ETS,GSVR,MLPrelu,LSTM,RPSOELM,RF,EELM,Nbeats,RVFL,edRVFL,edRVFLFSLRPool,MARIMAedRVFL,AARIMAedRVFL,Ensemble
Mean,0.06415483360745312,0.0638748313034944,0.06482519615463721,0.06823293577360488,0.0681102013644859,0.0630310470048263,0.08010670432104948,0.06490754213968568,0.072063356010885,0.06550681706111572,0.06490338057548127,0.0640678755526166,0.06301001984925815,0.0626491214362694,0.06250748583976361,0.0620975478996493
Median,0.06329363900694245,0.06276839091176675,0.0641418939318517,0.06678957356557745,0.06658751173439434,0.0629324246508878,0.07371490218852214,0.06452992466137085,0.0669490379718776,0.06504861418240195,0.0651787766243006,0.06455573729795495,0.063620432345008,0.0630170214712614,0.06249706861840365,0.062301006131742505
Min,0.0602064218447208,0.060045121956102,0.0604105110779906,0.0586996988236024,0.0617521761949534,0.0576793129093571,0.0609953717194714,0.0611255527409604,0.0590652358972947,0.061371036161012,0.0585831025217233,0.0585613985069582,0.0588531128358324,0.0593698866105048,0.0591084996550455,0.0589189526789876
Max,0.0696963497790989,0.0691432817597489,0.0698412426289714,0.0871024399496341,0.0765096749390576,0.071268250509853,0.1473108978376598,0.0732949161822132,0.1420877365927108,0.07064715012105,0.0729822680347967,0.0686951757836871,0.0680808895785999,0.0662123437994984,0.0672209363099562,0.0666961404852742
IQR,0.003986483332934478,0.004145786460633877,0.003836959982997157,0.008188588246700643,0.008317477404329837,0.006623818151379669,0.010501977697617446,0.0032873953954357243,0.006297289223669053,0.003165640939862893,0.005340050200331292,0.004356194670982597,0.004070463137247696,0.0030934852129283,0.0046036472055890065,0.003997873296301177
Std,0.0029912783952299317,0.0030143344625327127,0.0028964567922834038,0.007844188033413945,0.004908019735901789,0.004128370290630742,0.023189635976712118,0.0033270189438773493,0.022436464490440667,0.002826060804731321,0.0041791721621656,0.003316049097285216,0.0028206572229953148,0.002294770582383932,0.0025938019764411434,0.00249266265850314
