,Year,Station,ARIMA,ARFIMA,ETS,GSVR,MLPrelu,LSTM,RPSOELM,RF,EELM,Nbeats,RVFL,edRVFL,edRVFLFSLRPool,MARIMAedRVFL,AARIMAedRVFL,Ensemble
0,2019,46083,0.3246817484354946,0.28010716221122434,0.32887351869547204,0.2949863444075038,0.2993072518159269,0.29017365368732334,0.2934900969519563,0.3042227565647041,0.2960469644075739,0.3244366598706491,0.29724213793636783,0.29360176040684444,0.2920599156399826,0.3188216793898699,0.27511386312943176,0.28848459292357953
1,2019,46080,0.43617769125611633,0.36174699565418894,0.43972980981719395,0.47650988738089944,0.3325221713616621,0.33827604863236377,0.33638550749777235,0.30302726122724427,0.769512465570938,0.43820856929930846,0.3495617108030511,0.348059671992694,0.3765265474916962,0.40329702284474633,0.3345646878877153,0.3587055232771959
2,2019,46076,0.40705805361484837,0.37343496120115993,0.40429910454604595,0.31718466640488036,0.3200213290126309,0.3512284521132491,0.3356083426264451,0.30965800200078886,0.3173598157855511,0.407045504379824,0.3236296829765267,0.3229166948794301,0.32158721346775476,0.3442674439140777,0.3252093146841088,0.32389368129716417
3,2019,46001,0.3790207875010869,0.30104975313521465,0.39487238376642864,0.32224537987531665,0.316272234597332,0.3047304515049757,0.31390807654560093,0.30397816117394455,0.31971372557424876,0.3776366611489661,0.3073492352656212,0.30600031498066593,0.3005423271370556,0.3371968002347284,0.28863129299783125,0.29124857119148817
4,2018,46083,0.37761884469123896,0.31352621833198197,0.3842332330778093,0.26490187513034535,0.2759666592131021,0.2979399866978393,0.28226205799879184,0.28313954579429845,0.2868564345820384,0.37619258873997646,0.2801339655934352,0.28752443623497254,0.2789417218125604,0.29473537546126793,0.2757303587622095,0.26758198009872813
5,2018,46080,0.39246660859323185,0.33125644224962375,0.40203430935128537,0.3447494848687564,0.29971097355345533,0.3166803570082494,0.28539473768090684,0.2844118430935545,0.28112738548689825,0.391758322808959,0.2686239987796309,0.2691310965927752,0.26787617507805067,0.3143524209044496,0.29632058381602017,0.27455780031132215
6,2018,46076,0.45846740702141314,0.34838835196554396,0.45554932651563507,0.3188104061836996,0.33215908524460813,0.33439042778454353,0.33123951736112095,0.3211618236148104,0.3283990738858771,0.4613892296556828,0.3289994993683178,0.3288255343761205,0.3260127577985309,0.3908176426260897,0.3258045733554747,0.32555661120581403
7,2018,46001,0.37757707780951155,0.30313340503884867,0.3868760025616873,0.29190188500930075,0.30586630025225675,0.2912535812248251,0.30761579357923535,0.28879345962794883,0.298877937516279,0.37411474679858947,0.30155922973817373,0.3007113942704528,0.29313886166387315,0.3284919473102506,0.29777116868900977,0.2967725482019035
8,2017,46083,0.4141635582755239,0.35706469360728094,0.41165897617103586,0.37534872177765366,0.411861020373324,0.37709764486918995,0.39641236355197573,0.38617183803606325,0.39727450222265775,0.41632011734396734,0.3935423092360839,0.39364005666748864,0.3816456780901325,0.41493353650832204,0.38542470347449775,0.390222169084792
9,2017,46080,0.41013564673492464,0.3488565607083961,0.4276596166783995,0.3578318561198299,0.3122728966453861,0.3943792805965054,0.43236884560605726,0.37955388428597664,0.42132325758654393,0.41068159286055567,0.403298137202092,0.39986271111563104,0.3916409936984723,0.40531226770868206,0.3485105221040895,0.37465179611333593
10,2017,46076,0.4195813286770826,0.3723226132492427,0.4180517712717646,0.40040262320710707,0.3428908039161492,0.3785886565999886,0.35938674575965035,0.405608410923255,0.3543346932354178,0.42022218672750955,0.3481619353992156,0.3481619353992156,0.34913687666731696,0.38045267657222814,0.3588466890002304,0.35307460933532264
11,2017,46001,0.4367563249892307,0.3597658679804318,0.43587615922266854,0.40298260948041204,0.3586541754716825,0.3519961131296152,0.4054387181868579,0.3559223672873802,0.7762168030344206,0.4407772128784411,0.4033002014756414,0.4022951830872672,0.3790639764081062,0.5911601283846716,0.40713423984252506,0.44789585102792034
