,Year,Station,ARIMA,ARFIMA,ETS,GSVR,MLPrelu,LSTM,RPSOELM,RF,EELM,Nbeats,RVFL,edRVFL,edRVFLFSLRPool,MARIMAedRVFL,AARIMAedRVFL,Ensemble
0,2019,46083,0.1121313022956243,0.11084983003588059,0.11322240250440542,0.10703338282608196,0.10957863234436838,0.10903145645849464,0.11439136163738232,0.10884989877323645,0.10811535551836762,0.11318288760812104,0.10658040397726035,0.10654282158197101,0.1056442668342136,0.10675886089520012,0.10439398204753163,0.10376334455355077
1,2019,46080,0.13673400162158617,0.12858622661715055,0.13806192722720792,0.16176546382912108,0.12357564661253645,0.13071765676558342,0.14813204760370058,0.12434978413720105,0.14464972902409387,0.1386543977361134,0.133040111331241,0.13363768316263924,0.12100581515672451,0.12566992641102237,0.12575525885693906,0.11940741948202345
2,2019,46076,0.13559640100597561,1.9980456997444347,0.13868143106164665,0.12039746344713323,0.12714857702660143,0.13235631314592197,0.1297679134797435,0.12151354347850847,0.12220271958735555,0.13858571175892417,0.12064102326727966,0.1208272222670546,0.12085196813544533,0.1207190167795297,0.12012341738989925,0.1189899061962247
3,2019,46001,0.12050682708030354,1.991315740959337,0.12777899457394684,0.10551845327584702,0.11714624139392044,0.11700077729399769,0.11561246031101408,0.10911127686057102,0.11376886853839367,0.12513044213065197,0.10809718877217289,0.1081008148667038,0.10924033058044587,0.10853244826223492,0.10743813708976706,0.10518065538930599
4,2018,46083,0.121466139445474,0.11813427830558272,0.12582859812223066,0.10677405471010916,0.11044780504041155,0.12579395306902005,0.1145869671306874,0.10929970392728806,0.11172936881936205,0.12496953019716207,0.11054495076444344,0.10903232840047365,0.10910975690912661,0.10769330314923309,0.10771990178990717,0.10718696703094988
5,2018,46080,0.14226415483361166,0.14391868549222508,0.1504039977105345,0.12854052796313495,0.18599713143460203,0.13905288131385968,0.13132004453007912,0.12920577649029544,0.12852989378985175,0.14833021755451345,0.12459385990702838,0.12077309461505563,0.11972587341462268,0.1266504921414623,0.1217316319152606,0.1193932541972813
6,2018,46076,0.14446186320915705,0.13869629386056956,0.14247732564254872,0.12680318940951307,0.13313230109512147,0.13837018138592758,0.1407499527475457,0.12472016022466768,0.13323063413423536,0.1452108521994989,0.13355434956571247,0.12860996589568366,0.1282292494066151,0.12759082535799943,0.12697346241291718,0.12498800097284908
7,2018,46001,0.13679818372361197,0.13241182147302416,0.1367050703004501,0.11803154698222659,0.12163709799589154,0.1336487192086946,0.12260377283977067,0.11858475022355547,0.12396632265076728,0.13891050400213062,0.1208187077191385,0.11960769413354085,0.11910535213859248,0.12252889425673603,0.11866874524591864,0.1181112262654647
8,2017,46083,0.12413949449875915,0.12299991405574454,0.12299091094389267,0.13106408934361136,0.14511359667843007,0.1239945789746435,0.1478546920731168,0.12509267150169065,0.14004970859302532,0.12744522736447234,0.12906837564791407,0.12903680925798638,0.12811574413305077,0.12306908161860841,0.12806783632271423,0.12466009343827048
9,2017,46080,0.13968816498857214,0.13747104109393968,0.1404734610584236,0.12444566035201678,0.12772165702296298,0.1337224918605429,0.13075421727681183,0.12343668758239407,0.13342331004165678,0.1401511886604213,0.13049101560374315,0.12577620469377282,0.124926747705205,0.12520127272358622,0.1259198332295148,0.12353614179921586
10,2017,46076,0.13288379513836282,0.132763954029204,0.13262272646524254,0.13132420496269953,0.14621608772010053,0.13560908542666447,0.14117507649705258,0.13563456175387753,0.13223758498025484,0.1344792600668694,0.12849311693338436,0.12597776501531097,0.12464336015177087,0.12266364204655451,0.12423519361404975,0.12230956901837738
11,2017,46001,0.11969668797095646,0.11894847007921476,0.11910558223948761,0.13019918716993742,0.11919898306136154,0.12422490873135963,0.13262984342605003,0.11218310991582003,0.21795797094135896,0.12468314171139677,0.13005791881853995,0.11838901101640902,0.11717083405993403,0.13688647584932762,0.10822293257621159,0.10947092551085395
