Unnamed: 0,0,1,2,3,4
0,3.5292919212844587,3.5315336228645,3.531054236249087,3.5301445902685846,3.5301677207569444
1,3.369031429787075,3.370566624436494,3.370137461528994,3.3689207152292977,3.3698172652348037
2,3.1651126435607377,3.1667002079220747,3.1657519755031265,3.1645686583009685,3.165262536782693
3,3.1467226007329665,3.148458713248732,3.1480384061040865,3.147451033956252,3.1479092281319985
4,3.098852141243019,3.100651452216048,3.099913407507288,3.098599500699418,3.0997712146317897
5,3.1728610774254373,3.175111160523769,3.174406717299254,3.1723618897566754,3.173169756339795
6,3.3772751345744374,3.3788828251683287,3.3784828335100743,3.376530692396071,3.37790095544932
7,3.1920254209505914,3.1941719318825577,3.194469399426669,3.1922178871720925,3.192768451144338
8,2.989462722573491,2.9913262221980403,2.9913046566895987,2.9890057688730427,2.9899644924087068
9,2.851729172539375,2.853413894585228,2.854217353728861,2.85187978683428,2.8519587046011377
10,2.9244675239102667,2.9263647656440908,2.9265938144420884,2.924810656083886,2.924688254946247
11,2.7342014318544385,2.7352287431027524,2.735238979082196,2.733938551963768,2.7344310964512437
12,2.6911057220859465,2.6919564534329505,2.692152113595476,2.6911560988469767,2.6915060464259564
13,2.6071425436041946,2.6087628207738565,2.608744325677957,2.6080105398383213,2.6081250667009384
14,2.768530950577781,2.7696523646997293,2.7698061393172355,2.7688354789369325,2.768881471437371
15,2.954239152226214,2.954982829365915,2.9555683547409184,2.954424086379692,2.954538189726247
16,2.757766013330007,2.7585853424253,2.758817951118904,2.758431282426886,2.7580429638092
17,2.6000173095666748,2.6013177627678776,2.6011702678512374,2.600442734188605,2.600242553050081
18,2.8344982512475765,2.835668311084632,2.83536862885571,2.8351660627233355,2.834574438726285
19,2.744226418787328,2.745307163969054,2.745554901905515,2.7447550378777867,2.7445211831787644
20,2.5471625015291544,2.5479240520013544,2.5482733254769543,2.546872418884386,2.547222481389003
21,2.582146424723352,2.5831283525667748,2.58281254927756,2.5822511462863527,2.5825133204727617
22,2.399664425760576,2.4003962147365403,2.399476944081889,2.399765998534832,2.399563067988792
23,2.2765274737640007,2.278070252105409,2.276993410993828,2.276988329294317,2.276856700500709
24,2.2513251840172823,2.252141726395009,2.2514442231385097,2.251482227268256,2.2516696680245163
25,2.3002515226052944,2.300769053805586,2.3002686213612478,2.300198596574716,2.3003797019356838
26,2.2629000104370824,2.263802319247814,2.262702718325987,2.2628342279179647,2.2625098177166345
27,2.3724897559227105,2.373822250302838,2.372930374313805,2.3727688861750176,2.3727079926149344
28,2.156777882425621,2.158173875001369,2.1569595420905023,2.1568977080366425,2.1565364527841147
29,2.216452222205064,2.21734465102247,2.216639146263211,2.216176085665746,2.216299248878422
30,2.23104460204508,2.2321369983789285,2.2320513560197752,2.231251142629366,2.2311763931215
31,2.4503346211875274,2.451724796214858,2.451330246772674,2.450216552282809,2.450575002980969
32,2.5193979154963184,2.520620007611257,2.5198812728404536,2.5188798284531204,2.519247880479621
33,2.7206389839746734,2.721610260100323,2.720651088612729,2.719946865773552,2.720784654679981
34,3.188197666595576,3.188788082979962,3.1887242032105814,3.1879846835883776,3.1884119052326017
35,3.5446237650726604,3.545632870268879,3.545293582744696,3.544645373816147,3.544758519863841
36,3.904960783869587,3.906349963633506,3.9065439779916127,3.905674035868276,3.905370660653389
37,4.448186668240385,4.449032629206345,4.4492974179786735,4.447946076035177,4.447802042942906
38,4.373109356624924,4.373897708097851,4.374413353092049,4.372398251047028,4.372209467273877
39,4.679174532416981,4.6802101627535455,4.679672547618255,4.678425040468887,4.677831776043651
40,4.513886293018164,4.515587382811146,4.515297648959927,4.514289032088599,4.513456972804631
41,4.773689970443187,4.774556264392118,4.774243177606574,4.772978993452634,4.77292369071146
42,4.6630803119859054,4.664807107536928,4.664689055256535,4.6633150101150775,4.663259463445662
43,4.377034606623546,4.378410188875142,4.377459897106651,4.376439137710664,4.376195236268598
44,3.988110008162772,3.9899206001348566,3.9900257974004094,3.9889223290470657,3.9886955169892753
45,3.940696894892104,3.9425156317016303,3.941366366850099,3.940203586747699,3.9409836382828938
46,3.8923613219922473,3.894122471712024,3.8947100058855,3.8930120176629264,3.89355557779566
47,3.85044355514214,3.851764241362352,3.852231035194243,3.8501499240045214,3.8513582327875535
48,3.9965218564598617,3.9980191809316032,3.999259921787522,3.997631354707894,3.998406276755691
49,3.85818446925073,3.859487130814856,3.8601832041651214,3.858829365838756,3.8593757068816585
50,3.880522184085255,3.882089608708764,3.882961762554248,3.881478736238687,3.882290579721043
51,3.894041675748156,3.895396848490365,3.895389796324544,3.894305622238333,3.895327635063035
52,3.59921875740142,3.600159664158746,3.600615354933788,3.599675593226225,3.6006659392302454
53,3.465776651917312,3.4663195249730454,3.4662295295189613,3.4661283783541084,3.467511085234293
54,3.418862544414241,3.420057034273947,3.420323574925265,3.420028568132829,3.4209892437663325
55,3.361457712003276,3.362049999714776,3.362506264758211,3.361545673920147,3.3620678316064416
56,3.368634238290468,3.3691065134097893,3.369011648731784,3.3689243381358382,3.3696338557227783
57,3.1537441694060115,3.1546449424704965,3.15466680587224,3.1540886462657958,3.155209323501857
58,3.2555666519831585,3.2567219300034624,3.256720839947519,3.256146689101482,3.257018065297954
59,2.914919292470484,2.9161849260190933,2.915578779534473,2.91534154049596,2.915206153445577
60,3.146631167544037,3.1474281661490453,3.1474765585287137,3.147117928108844,3.147773393585677
61,3.276466181795927,3.277308699260147,3.277080008350108,3.2763988649987845,3.276979073089345
62,3.3305081323166115,3.331061767428685,3.330839627366641,3.329940571637789,3.330786458839828
63,3.428290453870779,3.4295830011239032,3.430270455595124,3.4292889782101224,3.429354761402287
64,3.555554071488644,3.556351302174056,3.556781277184554,3.556128237753065,3.5559439809790567
65,3.425998470354177,3.4266306622857603,3.426714400292838,3.42560642950148,3.426301488945894
66,3.422656957330733,3.42427953322849,3.4235548005261363,3.4233137536460845,3.423195699366412
67,3.557455387936796,3.5579353372255995,3.5581246346864903,3.557143482862765,3.557572138799488
68,3.5566748393260266,3.557399960748548,3.5576458558949744,3.556535043121765,3.556739842956291
69,3.765909770244547,3.767012390556868,3.766655821822728,3.765662205527636,3.7662917905559135
70,3.641370747491786,3.642237277354712,3.641714478621124,3.641227397220504,3.641280122027015
