,0
0,3.255413976518667
1,3.604028039351013
2,4.227613480073242
3,4.693428006217011
4,4.324812489547543
5,3.13379929195436
6,2.8076168066465708
7,2.730795657042288
8,3.3236440815640487
9,4.193430964229249
10,4.644045591273746
11,4.708334095039146
12,4.769350515132902
13,4.849530103004008
14,4.747900318515003
15,4.114153114228544
16,4.8112030472230405
17,4.128741038486348
18,4.432601975121298
19,4.013128459146121
20,3.9579001968225733
21,4.845407468510088
22,4.730684782827393
23,5.035805452330294
24,5.463575895242392
25,5.135925542799979
26,4.470411478107082
27,3.890100843323666
28,3.6052355344053773
29,3.4759971036575408
30,3.5241138989469967
31,3.5941646731259262
32,3.492054718623453
33,3.0908919804633976
34,3.282208562939498
35,2.8216815944100535
36,3.1635458460047685
37,3.266714559924786
38,3.569589278188096
39,3.769751668428727
40,4.0870809712858
41,4.6188543825991895
42,4.62414543216667
43,4.471318151104679
44,4.249956901542987
45,4.8013766443535735
46,5.229783972129681
47,5.649061117481414
48,6.649600217202713
49,8.777960137269964
50,9.279244638231416
51,8.598277050753055
52,8.281247301677308
53,7.682810312634277
54,6.634316958586387
55,5.706798420503966
56,5.32685564367221
57,5.914437762889509
58,6.2451074327201646
59,6.191232079767685
60,5.555320858832574
61,4.579134957553528
62,5.202417651597812
63,4.813895126268884
64,4.839223255759396
65,4.527485261737006
66,4.185827389752378
67,3.9826875147781893
68,3.592641677084317
69,3.1143739199821345
70,2.8113247589611685
71,2.8917697051028983
72,3.148416984808634
73,2.905320621050197
74,2.973007604063151
75,3.251520098860508
76,2.8003754721035374
77,2.9826969319667698
78,2.599118296338643
79,2.7700076728633416
80,2.759706912873284
81,2.593408703117818
82,2.8339132938669964
83,2.826248699611183
84,2.658691893659611
85,2.455492951565901
86,2.4304156089571443
87,2.3662697385280684
88,2.2505256069205655
89,2.3245781996960755
90,2.435262254431526
91,2.8162350732220047
92,2.7553694840458944
93,2.752759839524819
94,2.738742985816657
95,2.5911750979478207
96,2.359311913075189
97,2.550113810506013
98,2.3683328194322186
99,2.3393817349557295
100,2.679877386414438
101,2.5847904359139044
102,2.7507472966567894
103,2.5956534994710836
104,2.564384710037772
105,2.375904084323357
106,1.8387011248710536
107,2.4494410559893924
108,2.0917742197551847
109,2.340567160142186
110,2.662638409832231
111,2.7514857956757854
112,3.236746838336855
113,3.095255553628171
114,3.14914997411409
115,2.747813127561455
116,2.570351177902242
117,2.8575681649702167
118,3.1984983077990936
119,2.910893144695296
120,2.8818200222102726
121,3.005044077768948
122,2.854534716226403
123,2.6397206777545206
124,2.66874413467334
125,2.4457927958203385
126,2.4854905604407542
127,2.452694234212885
128,2.36729516752355
129,2.2245837210338655
130,2.281227866305632
131,2.1326543378555267
132,2.2624999068580527
133,2.382545305843906
134,2.403999953727136
135,2.2018564675985473
136,2.1912485680536387
137,2.0712692245911772
138,2.0462238791528296
