,0,1,2,3
0,1.1933380009699612,1.1983544077351689,1.1847397084906697,1.192875358564779
1,1.1563574565481394,1.1337931806594133,1.1628098083566873,1.1610018860921263
2,1.038062907010317,1.080110128223896,1.0279866561293602,1.0561473404057324
3,1.1642575604841112,1.1991125807166099,1.140292403846979,1.1503996139857917
4,1.209180064187385,1.2058888120017945,1.1937250635027885,1.2117327314708382
5,1.359467537389137,1.3900385747104884,1.363779161721468,1.3572816354129464
6,1.3706831383216196,1.369262989149429,1.3719347524503247,1.3685782658914105
7,1.2294149787724018,1.1550890931487083,1.2525933745875955,1.2378096699342132
8,1.2015974459052086,1.1765289914608001,1.2323036904260516,1.2202620375307742
9,1.2391941219195723,1.2384994477126747,1.234337562005967,1.2425621389504522
10,1.297199658304453,1.318331939354539,1.2916071984916926,1.3001442050997867
11,1.3607510578143411,1.4044427207112313,1.3571061504911632,1.3592862081271597
12,1.441525103598833,1.4385811892151832,1.4245496532693505,1.4185087668756022
13,1.2191301915049553,1.2311062925914302,1.2315234446618706,1.2297584855591412
14,1.2232978809904307,1.1911771737784147,1.2344518418237567,1.2193607616634108
15,1.3659230481274427,1.3803132946044208,1.3531342815980316,1.3631084960792215
16,1.255789302047342,1.2645475997030735,1.2434734443575144,1.2605086010787636
17,1.3176289330609143,1.2897029662877322,1.3201560121402145,1.30732538824901
18,1.3578458411060275,1.38153710834682,1.3601551038003528,1.3616886626835913
19,1.3371810199785978,1.357214585095644,1.338510346398689,1.3391232013562695
20,1.2740033350139857,1.2653769280016423,1.2826531196199358,1.2794635885814205
21,1.235001909788698,1.2294162425771356,1.2439195814169943,1.2408046036818996
22,1.23798878794536,1.2241788597404957,1.2366520376037806,1.241341957366094
23,1.446431022658944,1.4568163869529962,1.4372870058845728,1.4398731589294038
24,1.5125349322333932,1.5630395486950874,1.4909221595153213,1.4993939316482283
25,1.4160604666359722,1.3924221152812242,1.4194910329207777,1.4065381540823727
26,1.4575068753119558,1.4147916762530803,1.4781194934993982,1.4588600527867674
27,1.3251687073335052,1.3462335429340602,1.3253876296058298,1.332393919741735
28,1.2984313702443615,1.288091022707522,1.3025629287119955,1.299534667149419
29,1.1820181902125477,1.1802859274297952,1.180528699941933,1.1932320148311555
30,1.2994400141388178,1.310025821402669,1.2889008044358343,1.2903996139857918
31,1.1533624835778027,1.1647130945697426,1.1321130018681287,1.1527324117254465
32,1.300520131608937,1.3222123544663191,1.3099817905575037,1.2976833080872894
33,1.1415929436776786,1.1404697448166552,1.1250676581263541,1.1433149397931992
34,1.1285740011325105,1.0796528543531894,1.1415327248349785,1.127551260050386
35,1.1811526115611195,1.1711010006815195,1.1846566256694495,1.1929252714011818
36,1.1462762293964623,1.1601070085167884,1.131703233681619,1.1404192000778857
37,1.1377764999493956,1.1092588429898023,1.1416987717244773,1.1390296935429796
38,1.103080577813089,1.1108518313989044,1.1098595750366804,1.1112170171830804
39,0.9748709278926253,0.9616354715824127,0.9669668365083635,0.9708553063380532
40,1.0010720558837056,1.0039586343243718,1.012506855642423,1.010759745191317
41,1.1026641762815417,1.1176668036729098,1.089418137818575,1.1022861962206663
42,1.1052135260775686,1.1252421963959933,1.0921218072995544,1.0991374170640484
43,1.26599823333323,1.2342212314158678,1.2690163862332702,1.2575465214811266
44,1.3641100718080998,1.3941290645301343,1.3618538808217273,1.359274203728419
45,1.171409245072864,1.1481051203608512,1.1746235746704041,1.1677344847284257
46,1.159276454783976,1.1168878991901874,1.1906811651587486,1.1685334074590354
47,1.1905479699373245,1.2195541754364967,1.1946364080533385,1.2036382682155817
48,1.2660585709288716,1.2884544713795185,1.2509807592630386,1.2597351086058188
49,1.2061770749650895,1.2217112109437585,1.2050478738173842,1.2096417587972246
50,1.2243280459940433,1.2423957374691963,1.2289348824694752,1.2189797805901617
51,1.2779372562468052,1.2729555982910097,1.2703561771009118,1.2707971798768267
52,1.2767513896990568,1.2949516025558114,1.2771961833070964,1.2797507458901964
53,1.2431035996507853,1.245177197046578,1.2414062440022826,1.2393035828811116
54,1.5043618478812277,1.4855514653027058,1.5098555870354176,1.498681882629171
55,1.335980266481638,1.3390570193040185,1.3256918854638935,1.341150361262262
56,1.3867706201225518,1.3801952236925716,1.4021662316471337,1.3751685494743286
57,1.1215642356500028,1.107429399266839,1.1244961462169885,1.134374167881906
58,1.2543274529650807,1.2644232914224267,1.270719901882112,1.2591702710976824
59,1.2526603855658323,1.2712238896638155,1.2251894790679216,1.2547431448474526
60,1.3262898132018746,1.3619363342225552,1.3202948915935122,1.3172389882896096
61,1.586422651000321,1.591887169443071,1.5835251744557173,1.578849785886705
62,1.7600553573668003,1.7664380518347025,1.7415393977519125,1.7374132096394896
63,1.6654242345504462,1.6523062953166663,1.672405727058649,1.6551355373486876
64,1.5516408425197006,1.5095560303330422,1.5854849679768086,1.5576461892947555
65,1.6183274375554175,1.5828578238189221,1.6303109627962113,1.6215510863158853
66,1.7428344879299402,1.8053291104733944,1.7397353053092957,1.751268825493753
67,1.7126712452620267,1.7338371694087982,1.6909580145031213,1.6989181791897863
68,1.9661050090007484,2.0139595037698745,1.977444247379899,1.9563697767816484
69,1.9224158365651964,1.923191065751016,1.9038289555720984,1.9107949685677885
70,1.7149424804747104,1.7060770914331078,1.724889053069055,1.706149433311075
71,1.578023577257991,1.5558696614205838,1.6022376661747695,1.5920686960779131
72,1.635526587832719,1.6263686710689216,1.6231420208886265,1.6340235137566923
73,1.6905307144019752,1.7082000491768121,1.6688170102983713,1.692047530375421
74,1.7279412050545215,1.7578665328025818,1.7122916060313582,1.7190475421654992
75,1.582268031705171,1.5833125705085696,1.5818628841498867,1.5795686268957798
