,0,1,2,3
0,7.47084858417511,7.606118255853653,7.41377918291837,7.415767237171531
1,7.379572626575827,7.435727415978908,7.410651615262031,7.386528073251247
2,6.608567203506827,6.604046919494867,6.683939331322908,6.632897241152823
3,7.0810931277647615,7.129587499350309,7.146856980323792,7.052746780142188
4,6.847472207322717,6.911723546385765,6.763823114037514,6.804753351658583
5,7.449482637345791,7.50074554502964,7.366587158646435,7.369007611884736
6,7.208857059776783,7.278636634647846,7.135017443746328,7.18491745583713
7,6.566450756452977,6.519155924618244,6.592406065613031,6.570182918049395
8,5.747676354795694,5.7507490338385105,5.7879476951994,5.7701191333681345
9,6.507314686654135,6.508865047702566,6.493961110934615,6.456449473500252
10,6.0285881556058305,5.991964849382639,5.923829964101315,6.0194558116793635
11,5.851637612693012,5.736253679394722,5.839379447177053,5.8654996749386195
12,5.042356595359743,4.93725424349308,4.998492126315832,5.022829617336392
13,4.427027016878128,4.384282968938351,4.496141424868256,4.4730268102139235
14,4.2768582813069225,4.150745757818222,4.197354727387428,4.253964279741049
15,4.909844842366875,4.860187211632729,4.818170973658562,4.864777305722237
16,4.8372397768869995,4.77677157908678,4.742563042938709,4.8458140219189225
17,4.7828788077179345,4.651237859129906,4.776205941541121,4.7968451946228745
18,4.703533500470221,4.661451379805803,4.724228446409106,4.708922700877301
19,4.766867475509644,4.770903000533581,4.849438412040472,4.82754078919068
20,4.4173186710476875,4.294948405623436,4.442244849205017,4.46326845725067
21,4.388354966938496,4.313789981007576,4.444615070763976,4.43652636772953
22,4.118430550992489,4.07192226856947,4.134080059677363,4.151210116073489
23,4.019688555896282,4.058982737287879,4.064071711078286,4.07608043814078
24,3.592559444643557,3.5698527171462775,3.536386413425207,3.5721966916881502
25,4.137340963920578,4.144118547774851,4.1251892804726955,4.116183028891682
26,3.8768038231134416,3.9096292763203384,3.865592830181122,3.9250352287851276
27,3.3024793841689823,3.2252282273769377,3.3187970013171433,3.3300366277620195
28,3.3423825703561305,3.311885604262352,3.397146433452144,3.3781408831477164
29,3.156518415808678,3.1525419142842295,3.2006342851370575,3.2042234905809166
30,2.9386597318202257,2.8468230986595153,2.8999081613123416,2.9405685621290467
31,3.0257074064016343,2.9826379171013833,3.024987326413393,3.0479954606294632
32,3.1809509033709764,3.1964607881754636,3.1823130092024803,3.203558208923787
33,2.8135105875879525,2.7812553906440733,2.8166499400138854,2.84878531858325
34,3.203904293999076,3.1548379012942314,3.2000846718996763,3.181083043627441
35,2.9256117910146715,2.9424824084155263,2.9324123177677395,2.9479688739404084
36,2.9123427859321236,2.802359132170677,2.933069107197225,2.9255575240403413
37,2.9709729494154455,2.9445426890254023,2.9731390623003247,2.9826602705381813
38,2.8133108447492123,2.826813653036952,2.8256978484988213,2.83272232061252
39,3.1133364507555963,3.1251667284965516,3.134921883568168,3.135573913678527
40,3.330931655280292,3.368554871678352,3.330228835493326,3.340246174924541
41,3.7489084389805796,3.794229530990124,3.738745789304376,3.731020458303392
42,3.8162881379574536,3.855603493899107,3.8558394016325472,3.853364824466407
43,4.135872965082526,4.176059591919183,4.1910264746844765,4.15154325902462
44,5.327766719013453,5.402529372572899,5.324868368655443,5.267007904797793
45,6.130532842725516,6.266080394983292,6.143553637564183,6.128938358873129
46,6.193846754087136,6.32755901157856,6.26503392547369,6.237102138400078
47,6.558914630636573,6.621695809960365,6.664076403677464,6.560032789558172
48,6.602327158302069,6.769829870760441,6.743932211399079,6.659714828804136
49,6.085209198892117,6.196031571030617,6.165843062698841,6.122551601044834
50,6.39255773127079,6.433188913762569,6.383976428210735,6.336937897279858
51,5.667983415126801,5.789196299910546,5.668488959372044,5.681638788953424
52,5.432890543565154,5.470704756528139,5.403183463346213,5.3984741390123965
53,5.139198076575995,5.196050391197205,5.048776891678572,5.085627675652504
54,5.134845962636173,5.207595261633396,5.075449059605599,5.106437648534775
55,4.799530970603228,4.749369754195214,4.706858760416508,4.77433868424967
56,5.4278656950593,5.379406228512526,5.390208162218332,5.392313092797995
57,5.1527845667302605,5.140406976352678,5.086912463754415,5.143840674879029
58,4.698397547053173,4.5409610092639925,4.71906405761838,4.711101447045803
59,4.7414323263615366,4.646433990895748,4.771580826705321,4.751482611969113
60,4.625704206414521,4.547580997347832,4.60796898778528,4.609577197469771
61,4.854424462560564,4.769962927699089,4.819249546527862,4.847251738794148
62,4.590357982218266,4.5750328233838085,4.5736795409023765,4.612641919767484
63,4.61549902677536,4.550716058984399,4.581440894566477,4.572949403366074
64,4.312811915427447,4.3134806162118915,4.345782480798662,4.3544967404007915
65,4.097836506925523,4.054114995896816,4.09235455179587,4.096977395843714
66,3.8567921955883504,3.8202004608511926,3.8403671149909497,3.8607904639840127
67,3.7578091394901274,3.7033368867635725,3.788264929950237,3.809072830416262
68,3.648372002243996,3.6487426276504995,3.6380603167414667,3.6741837657243015
69,4.110206646285951,4.103437886945903,4.076446978747844,4.090364732220769
70,4.007972858101129,4.055632041953504,4.018495544046163,4.055364954471588
71,3.6743927551805973,3.648404105603695,3.7215687511861324,3.721782892048359
72,3.9529275535978377,3.8824314242601394,3.97657516695559,3.947742100842297
73,3.6774642872810364,3.689031205624342,3.720056464448571,3.7269589626416564
