Unnamed: 0,0,1,2,3,4,5,6,7,8,9
0,3.292252104099749,3.3047091048420083,3.333274601112189,3.281938043619548,3.311913844862985,3.272519578608076,3.2966152427240147,3.314973706085537,3.3150196278227493,3.3396355097644057
1,3.933803834098008,3.9175540678745815,3.983665929363722,3.9132543795005263,3.9165123355128335,3.9128697348839663,3.941049966306577,3.94494427950568,3.949203246342584,3.963225159321592
2,4.30447292335706,4.294570348982426,4.352517398481478,4.302241681348494,4.313354471990888,4.290066890226842,4.313095526718713,4.308032985030204,4.326073931530404,4.332188830545232
3,4.825717127475974,4.809416671393142,4.841977487677659,4.822957718864685,4.826501912291767,4.811658703160866,4.8515588333237645,4.827527819788198,4.822967082871559,4.880846341307554
4,4.958777524105222,4.93681468996249,4.954965447413676,4.957872119138762,4.9414477757548765,4.957549127837827,4.965767299110269,4.962205277909505,4.912373178978676,4.993755872936322
5,5.701622532713318,5.695159408403965,5.710947814690552,5.711792673439656,5.684397114545025,5.664995355434919,5.726241943897876,5.674805725408376,5.655116511493008,5.728806811727911
6,5.723183728242344,5.732159015087759,5.745289157400596,5.750187493084076,5.707579988653593,5.722000918473053,5.760151805928624,5.733216314685955,5.677793568453511,5.781683201755785
7,5.457235513066379,5.44212568379066,5.386471190025117,5.467633672370665,5.406966856911833,5.437233063564617,5.431991419058884,5.420398319803411,5.346908871226621,5.455951140779643
8,6.005468678958036,5.976611984366791,5.973504426750447,5.979876720895382,6.000352611472642,5.942659803731616,5.9256591815136215,5.941210892580392,5.867060961558269,5.960839307785903
9,5.521529101447068,5.554960172585942,5.517454915633814,5.554359896946382,5.565743945890564,5.489268577025841,5.539396592662113,5.52607924178252,5.516718215222944,5.534332029795987
10,5.203316994564934,5.219019147269558,5.229792572322055,5.175230493182756,5.212798087811827,5.1240499596784925,5.143411312200257,5.091415775779377,5.056449266732135,5.151203400729103
11,4.376536652377402,4.406872751131073,4.374549185106542,4.356154663064893,4.3664338902256254,4.291092613736958,4.436918665249337,4.30716213806124,4.305463351963362,4.363229416546946
12,4.134913423443045,4.1396775728710375,3.965297528147005,4.039756803296672,4.0808113383540885,3.85498502717007,4.030247918539518,3.9825341350269223,4.070104643098646,4.0199239647446925
13,3.5037293644721226,3.532544845841711,3.454151785003967,3.5010142201013568,3.543488419005977,3.437117701544035,3.501350900765196,3.5463502341851094,3.410048969763413,3.5019372912018567
14,3.98238592361489,4.000615017171266,4.00275563757223,4.049740896280467,4.00312302554716,3.984834316219202,3.966246177517175,3.996948907456821,3.9029493442324017,3.930459054782935
15,4.781481983992569,4.755111369748167,4.690988260519622,4.86624611970939,4.854553058905718,4.650937179264428,4.665552012881747,4.781160108821374,4.82091813945503,4.762649218919011
16,4.556161201649672,4.625546828151257,4.641507610848367,4.507819173721131,4.526533005358365,4.637546324010628,4.581874036247557,4.542295861077832,4.66509288011427,4.600998105616343
17,4.883627027424732,4.91595722809828,4.91713774682806,4.828808091788451,4.898871184368241,4.944037833756767,4.841193065770203,4.8674010354873785,4.875126508798978,4.766878909389773
18,4.955148168706442,4.990786037196866,5.067296879883683,4.857839704235732,4.990935897998703,4.996208782785901,5.075666769711303,4.941078410308607,5.036964238243324,4.998399003368043
19,4.119341699429572,4.134249982423722,4.215881709455847,4.052234729640937,4.227715257907525,4.287738442343095,4.201224349162631,4.134014231613619,4.216100319933198,4.046493818389909
20,4.0075567380325126,3.888644790102516,3.990581452199908,3.9013627142813423,3.947637505267682,4.121034591407812,3.924763159941886,4.018922099725091,3.9551382776682136,3.9330107430109686
21,4.181884906816958,4.221052853664046,4.243658661276722,4.110078523383604,4.211568258322862,4.358951457244699,4.162764988884943,4.249792821250577,4.128837864427628,4.1537555468045735
22,4.237317407474695,4.159356143950398,4.130597210023561,4.142132214770745,4.074199526086908,4.2210529918538064,4.16050813859634,4.218508007751115,4.1264634821415935,4.2276097106704
23,4.228069626338881,4.09633615242627,4.085705191522636,4.129832993557296,4.054450706733267,4.1671929655315605,4.173087092705207,4.152362919054906,4.147992797492759,4.137326298855827
24,4.259670659284619,4.051825671053149,4.098111978556409,4.083110662017267,4.022634108552728,4.060211190867325,4.01972598380431,3.9786246131497207,4.041636078774504,4.072390776416085
25,3.754453917718708,3.703730125261755,3.819210046536015,3.7665038329453178,3.767652209361819,3.784335621234862,3.766842750593332,3.7111406068813895,3.770791968828203,3.782958072410593
26,3.364520539430438,3.3058301263331766,3.3575313962709417,3.2943718100537884,3.3673806230686547,3.320873564816401,3.336763980544775,3.3064119251700386,3.3229425426585726,3.331057932207228
27,3.1089568378096883,3.108121707551074,3.1484190500816878,3.2127247312307703,3.164062535464064,3.136964796396544,3.1488672913283624,3.102262116953132,3.0607654684189853,3.098806683962581
28,3.2221577886400525,3.2307176712149355,3.2225570203870006,3.322366740124409,3.245451879996269,3.320339806448801,3.2620820400711734,3.302467629429507,3.250202252444652,3.2466932695314283
29,3.2689325947405163,3.3169385851281663,3.228130633500616,3.3771886379499603,3.307830546132706,3.37397156960351,3.338963646459351,3.246046637465178,3.3329538174605657,3.3880576628169754
30,3.2490130622578715,3.2219899633945555,3.2245002259229856,3.266010835890448,3.239191983872943,3.201064402317364,3.200095877428713,3.2403652244232557,3.266521147323668,3.213906323499058
31,2.994758851765608,2.948965604459037,2.917296012486925,3.020105150100381,2.97582900428336,2.9820424014384974,3.0234132738006947,2.970049356595888,3.008933784979798,2.9175314442032434
32,2.7462866912483928,2.709248610138167,2.6675799389246198,2.708043232778167,2.723815938286687,2.683912634751434,2.712712514717884,2.7032031722685703,2.735906213963798,2.781548477137977
33,2.89576273064802,2.877146469916503,2.804071762296481,2.862491390715885,2.8331887189107667,2.8644288201384795,2.868465109895108,2.790306965625738,2.8916210529196245,2.903295820911235
34,2.802759314452585,2.832870296459587,2.742565578112269,2.767844224308189,2.734521267317425,2.818274101139824,2.7857252520606397,2.770831871148554,2.762155825832601,2.775878960591115
35,2.623936918573998,2.6635956861235397,2.572035992403539,2.6327944915288324,2.5898749058604698,2.6304220021378883,2.635266044685834,2.565971613379993,2.6157438426722304,2.6170039802223024
36,2.58449377359324,2.621789878504737,2.557751348212603,2.6323731381380946,2.586210008068614,2.562862118433034,2.586158279510304,2.5937914463740186,2.6106874194237064,2.60323355786893
37,2.6780826186740523,2.6616995064972326,2.609765423489564,2.639262955906638,2.651391182348424,2.6131947723061324,2.632731297089744,2.664127457541664,2.600178368948281,2.597988090667297
38,2.7496060206584105,2.718046320300065,2.6910628005071224,2.720283543741645,2.726929348736955,2.669315560280306,2.697018312457093,2.725240698889912,2.68643417107664,2.673695795078825
39,2.728958067270724,2.6866388363606,2.6830700677762565,2.712112899985491,2.7333260717529124,2.680940125077461,2.6662982206539465,2.7012810965055336,2.6687347564239365,2.62261425090879
40,2.857399559076958,2.83072740346484,2.849771554407146,2.87929379188421,2.881883350288828,2.8563428808614475,2.818750060562679,2.872737516169139,2.8300251466870314,2.794717794723803
41,3.0854136009154645,3.0336645733799283,3.058147015439682,3.121126581015221,3.0953198745030024,3.0494706398117044,3.027594461941613,3.0786852158760847,3.0456628771821395,3.031479522737781
42,3.31459859053249,3.268793700087219,3.293306954157135,3.338537238854801,3.359118778653869,3.293518588194704,3.2675300683953807,3.318535596914646,3.2740120310188288,3.2688873737714848
43,4.016987764533323,3.996063604445105,4.043554368190493,4.061648198295814,4.081436121990948,3.9968485884577847,3.9992991146726986,4.058665077551198,3.998688468534691,3.982706716102711
44,4.508852771087632,4.477044731054721,4.546388577073824,4.539505569072546,4.582321571110611,4.498242595930151,4.489517526424542,4.559083803277734,4.492188699006436,4.479276545056434
45,4.3640359070814325,4.3271327896069,4.396060478271766,4.380264531939513,4.442361306967061,4.392473898781468,4.358949621807839,4.387699547897497,4.360167947742562,4.345991854565944
46,4.128233745963062,4.108062813202394,4.151912751106255,4.102415803896258,4.188916945777901,4.158741964637152,4.143151934872911,4.1527741594430525,4.118984370648176,4.135955824665096
47,4.205964684505843,4.2581661096838666,4.269893293308722,4.218757519147633,4.290608945884405,4.283402264865426,4.279621662963791,4.290651275569756,4.254784845163077,4.258499389236479
48,3.700360526649425,3.729565745199699,3.721608618905119,3.689189505174791,3.7433393318926074,3.757800327121095,3.72839084465587,3.7452311182148983,3.749211030912846,3.758689324842088
49,4.204872059876518,4.213313248023422,4.2231180724826025,4.179672633201123,4.193943339211637,4.204891361878794,4.195631780220929,4.2248996628525095,4.235792410014925,4.273105440698941
50,4.363521891193672,4.346408559791488,4.376292767466957,4.327473955921256,4.345241031985938,4.354973218591568,4.336519763061716,4.395722614010498,4.377925545342765,4.420150353099793
51,4.835846969210802,4.849390426895791,4.879589897180044,4.816252395510853,4.809841399084816,4.824412326861736,4.838596542005188,4.896495321302131,4.851519042239917,4.909334095698171
52,6.981897392931108,7.077825277084446,7.137204288157773,7.019077342279506,6.977472952358414,7.015909018727866,7.060082502209013,7.082046680031595,7.031483042521638,7.090756112725849
53,8.022011509817274,8.11966803844818,8.126572665315765,8.079771558076601,8.044375346377146,8.103670462639682,8.129758602868735,8.101711424185487,8.094818586302097,8.109446410760203
54,7.104750484618887,7.136813365528175,7.055880041676449,7.136685327564432,7.104650026120066,7.209805146360291,7.136900892601728,7.133884066084263,7.163319552252652,7.113404031751247
55,6.002420297721832,6.048992061253119,5.939071387736982,6.056282699454393,6.0136244033251005,6.1150343052158105,6.043185889869276,6.085954975387866,6.036050738857532,6.002325119215181
56,6.256548570001515,6.34127148428827,6.291224221200262,6.324165150108088,6.27919680344184,6.36084929234105,6.325171791312862,6.348199906001923,6.260537291573471,6.247724114877162
57,6.474169586031117,6.475816677688519,6.473728650426121,6.486453818742768,6.456960712870071,6.5116107336153215,6.480938446322889,6.516249888375101,6.401357999643894,6.430649449067256
58,6.0327319094513525,6.038288128883864,6.029397957612925,6.010911181429988,6.030065951721311,6.03833935513537,6.073288195114683,6.080631970980697,5.938567335036853,5.96812603561123
59,5.773624292976936,5.789592147729175,5.784592829397146,5.749044640680209,5.763923344055228,5.772471732978934,5.808641589819836,5.828912775135488,5.744025548841253,5.735745232359273
60,5.796776752765761,5.776990163733594,5.808722066339179,5.693694080093976,5.679357106164894,5.763913097970351,5.808868759009787,5.812621165134803,5.773561950164374,5.7180000571282745
61,5.156094057559818,5.145668224369914,5.187439393389356,5.044737000543985,5.058417722631877,5.12202732898974,5.18056359115828,5.178104924890849,5.17250192481213,5.125894788327046
62,5.044194356662546,5.057069135552464,5.022769495683065,4.896249853717505,4.9466366392162895,5.029285147414364,5.0551132340351215,5.054210173979355,5.024022143672589,4.977480040686944
63,4.959084368758237,4.98914548241913,4.949159971621143,4.811454939014564,4.893462170921048,4.926691471046281,4.954249479112886,4.950102454506643,4.954742153780625,4.909794849436561
64,5.288838665637294,5.331296809146521,5.309720830592494,5.221262657028896,5.288439650204992,5.303343162880444,5.298256286313086,5.302838107889697,5.312459791028028,5.3106288097268095
65,5.026589535307437,5.045420162323225,5.030381363191532,4.987939728541931,5.051356129310507,5.054364720191364,5.043179825387117,5.046483929350577,5.066152024480977,5.044974195528037
66,4.224123958998653,4.235386176630936,4.2282124766052815,4.20390417792412,4.2329352524985016,4.290826440301513,4.213193414564853,4.266034096502764,4.234080650479183,4.2594674145098494
67,4.601995235670194,4.612563271150607,4.606171286224435,4.600167168641352,4.5956465069024,4.647031744277383,4.590733331724545,4.607149868247128,4.593451471710404,4.620171912595429
68,4.238206424693124,4.247589970689696,4.211969534447514,4.185122904003501,4.221765409788443,4.258667759088453,4.201626074708207,4.222024184682712,4.208431169359754,4.2331784709635
69,4.565591283254447,4.618955396198477,4.585229243029941,4.566769939132975,4.617059297764281,4.594520451941135,4.586388890286087,4.56353480532329,4.508343200501963,4.599057432236606
70,3.746093311213989,3.8112903928471566,3.7514191181312784,3.792510613594677,3.79644630690442,3.810211776272,3.8059955901028735,3.819281954013821,3.755619355191649,3.820519469528639
71,3.4814350983318594,3.567130652555272,3.4658383927164547,3.5624884959980894,3.5689802192332807,3.563573336582898,3.534708631404309,3.5859422783800903,3.5157043225199844,3.570006478560815
72,3.243068528821864,3.2875199111696185,3.2244177031316967,3.289599809001954,3.288877632942743,3.2983843888279,3.278312775634283,3.3100857930158374,3.263735269191031,3.277511190636769
73,3.310542543442279,3.3733841911006475,3.297718901923593,3.369420564643002,3.333778684417668,3.3168241665146443,3.322037421153861,3.370563506146236,3.337870769668295,3.3487967254904376
74,3.3178313678134708,3.285231968330088,3.256040316812235,3.305039730557753,3.259000371568393,3.265256489510374,3.2265111964181554,3.2954030998411112,3.304349969247108,3.296512175817781
75,3.48320525204014,3.48451358557942,3.49763952286334,3.484901067277279,3.4613377014370115,3.4532224164540075,3.425948961192713,3.475235771911607,3.5110185899546607,3.4574876158374583
76,3.3676841908108703,3.3189867771926416,3.3362453490200896,3.321806640387888,3.3268433095753385,3.3282443363261622,3.3005668268984545,3.363908971679193,3.353565199917145,3.2855403641696688
77,3.023248498943124,2.990004898479546,2.984885282339351,3.0133160007630715,2.9826331587051813,3.006353204076936,2.966124060369601,3.0211284237632348,3.0265445421259414,2.974097031496385
78,3.199377858655407,3.155482357559636,3.1536466305442032,3.194242111029769,3.1592175354089846,3.157446349072054,3.1308011949922223,3.1941859773490657,3.1943670032282627,3.1386277601213037
79,3.2579737023410407,3.239260332098735,3.2273708556730885,3.2685092097058503,3.2651071048188127,3.2562026094573486,3.209364655101876,3.255352516270127,3.259234056834297,3.2005954212482672
80,3.030381063433347,3.022190237764336,3.016706884828772,3.026841275946495,3.051839971189557,2.996048499983106,2.993893103268965,3.0470274548260714,3.0386727884833857,3.009481270163811
81,2.790089136807936,2.7955630775226843,2.7688191312254147,2.80351735129628,2.7754825256101654,2.7514058401321875,2.752296332460818,2.81799811066064,2.7954576459233924,2.771152651507358
82,2.8730062977627884,2.8523366307157314,2.8495008425202597,2.8803763767744046,2.876521726630752,2.828268249208499,2.842804758473688,2.899880663899651,2.8772127863261296,2.8527391668365327
83,2.725450845855339,2.7261105333243143,2.716730557727417,2.744908427135099,2.7722349859606776,2.708746878850946,2.695055999720911,2.7721981069696464,2.7348879190047795,2.699224135942904
84,2.5973241739857764,2.572690578994911,2.572319072330701,2.619939411649126,2.606574320389966,2.530535395597892,2.57306149762712,2.640213957071906,2.6042102896979564,2.5717739645333544
85,2.564620222185292,2.541230805882225,2.5225971437201884,2.5707241675592702,2.5514120483076264,2.5127857983126933,2.528379982211196,2.5829276183947205,2.555490236301623,2.52841408178253
86,2.318132841052567,2.290239507104184,2.293175058362072,2.3385233953921327,2.319294095984052,2.291624086582279,2.298737453467918,2.3428458977621625,2.3251213352959814,2.2846857656578656
87,2.209759038463546,2.19343519606756,2.2193038686049795,2.239376828276378,2.235631205176681,2.166377247340993,2.221204403359581,2.2317693233453477,2.218310598048044,2.162724690024261
88,2.2405346814754625,2.212255931651072,2.241920895208375,2.2369690788296923,2.233959213338581,2.199412635668494,2.2489305879824446,2.2522280921966757,2.258695982557163,2.1874107196485606
