,0
0,1.7659662064909933
1,1.7896890300512311
2,1.5362566956877708
3,1.4438106980919836
4,1.3043096116185187
5,1.607334706187248
6,1.4223481824994086
7,1.4904986813664436
8,1.5359046667814253
9,1.5631621381640433
10,1.5366881763935087
11,1.5964873817563057
12,1.7543427911400793
13,1.5817421329021453
14,1.5977930715680122
15,1.3138261184096336
16,1.3480181524157524
17,1.3121686390042304
18,1.2548408153653143
19,1.3948090401291846
20,1.3932274228334427
21,1.3751495060324668
22,1.2245021936297416
23,1.0863953426480293
24,1.1353728300333021
25,1.2312962797284126
26,1.1603276351094245
27,1.0293872407078741
28,0.9548552307486533
29,0.9095107486844062
30,0.8208018574118614
31,0.774508022069931
32,0.8657395079731941
33,0.8233445543050766
34,0.7864269885420799
35,0.7869917663931846
36,0.8145100885629654
37,0.7524886259436607
38,0.8106818041205406
39,0.7728637048602104
40,0.712859408557415
41,0.7466039279103279
42,0.7646739473938942
43,0.7178320860862731
44,0.755632715523243
45,0.7183659926056861
46,0.7669871434569359
47,0.7789623484015464
48,0.7637947127223015
49,0.7294705781340599
50,0.7701700016856193
51,0.8785049232840537
52,0.7254793217778206
53,0.8327603104710578
54,0.806184401512146
55,0.8155324321985244
56,0.816620826125145
57,0.8014022168517112
58,0.9790952089428901
59,1.3035481187701223
60,1.2423946431279183
61,1.2375581344962119
62,1.3037292784452437
63,1.488797168433666
64,1.696518393754959
65,2.144891222119331
66,2.2608271920680996
67,2.5989632812142367
68,2.531819092035293
69,3.014268845021724
70,2.3202291384339326
71,2.4595713213086126
72,2.126343055963516
73,1.9781412795186042
74,1.850623534619808
75,1.8352424320578573
76,1.6944519290328024
77,1.6303424635529518
78,1.5448628571629524
79,1.563549585342407
80,1.515015304982662
81,1.4927204599976538
82,1.4138162079453467
83,1.2900530391931533
84,1.3044747373461723
85,1.4941639938950537
86,1.2701479703187941
87,1.1286014786362648
88,1.390600966513157
89,1.3021754214167593
90,1.6156094196438788
91,1.5623322018980978
92,1.6379538023471831
93,1.4083739989995956
94,1.331618535220623
95,1.5723598805069923
96,2.3344222930073735
97,2.7826895844936366
98,2.4390454754233355
99,1.8723521658778188
100,1.805367598235607
101,1.8601065376400947
102,1.8043931171298027
103,2.037750470638275
104,2.0669360840320583
105,1.9266703936457632
106,1.8091403621435165
107,1.4995451781153677
108,1.5348514518141745
109,1.4853029644489286
110,1.3489213183522224
111,1.4244809368252753
112,1.340999830365181
113,1.779794169962406
114,1.8848617559671401
115,2.07537448734045
116,2.1683895704150196
117,2.573868478238582
118,2.713646928071975
119,2.5930735576152797
120,2.6700695306062694
121,2.87457846224308
122,3.2098873117566105
123,2.495094890892505
124,2.421836742162704
125,2.530394703149795
126,2.7462810367345805
127,2.6613319864869114
128,2.3465358206629747
129,2.4531201702356333
130,2.513180226385593
131,2.9929640364646906
132,2.4711681729555126
133,2.8032513272762296
134,2.7275395059585565
135,2.796831286847591
136,2.7050852787494657
137,2.640051348507404
138,2.8487772083282468
139,2.919457241892814
140,3.295091229975223
141,4.069247037954628
142,4.771687605679035
143,5.492393681406974
144,5.195550929978489
145,5.099144068732857
146,4.475696029514074
147,4.995433983728289
148,4.939563334807753
149,5.286448933705687
150,5.249010025337338
151,5.0402853620797385
152,4.655414145067334
153,4.615700809285044
154,4.60686161711812
155,4.369002523459494
156,4.333988659903406
157,4.41295309908688
158,4.111353948935866
159,4.344505762793123
160,4.2750513689592475
161,4.196841811612248
162,3.8575957305729385
163,3.7197288503497834
164,3.800416759401559
165,3.995006181746721
166,4.765151438787579
167,5.119959482923149
168,4.954665638133883
169,4.8691022723168125
170,4.522853484377264
171,4.734226860031485
172,4.474289409592747
173,4.47143895663321
174,4.496330343857407
175,4.971588991060853
176,4.064344927743076
177,3.2165180669724935
178,2.8147806927561754
179,2.798486612439155
180,2.9519841384887693
181,2.9392431330680844
182,3.0142243328690523
183,2.877217841446399
184,2.6008911839127538
185,2.6150706976652143
186,2.9572468629479403
187,2.7515150436758993
188,2.437101299464702
189,2.48742180943489
190,3.0285816559195515
191,3.1283472701907153
192,3.2482551121711727
193,3.3110036066174504
194,2.9303722918033595
195,2.818026490211486
196,2.634078344106674
197,2.6177964687347406
198,2.6788692960143083
199,2.560948227643966
200,2.378501289784908
201,2.376032301187515
202,2.3626631000638003
203,2.1287450370192524
204,2.039953104257583
205,2.0209337314963336
206,1.9409444358944892
207,1.9699732995033263
208,2.3372952413558954
209,2.013323828577995
210,1.979409875869751
211,2.1907691320776936
212,2.121833209097385
213,2.0328436040878293
214,2.6212499895691868
215,1.9007729360461234
216,1.7554800048470496
217,1.6885380348563193
218,1.800688078701496
219,1.8256330719590186
220,1.794609537422657
221,1.8397570651769637
222,1.7741746303439139
