#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2016 12 31 23 50 999 14.5 18.7  9.69 13.79 10.19 188 1000.5   3.5   4.0 999.0 99.0 99.00
2017 01 01 00 50 999 11.4 14.8  7.73 13.79  9.71 189 1002.2   3.0   4.0 999.0 99.0 99.00
2017 01 01 01 50 999 10.1 12.7  7.51 12.90  9.95 176 1003.6   2.3   4.0 999.0 99.0 99.00
2017 01 01 02 50 999  7.1 10.1  6.93 13.79  9.87 175 1004.3   3.3   4.0 999.0 99.0 99.00
2017 01 01 03 50 999  6.0  8.2  6.12 12.90  9.40 176 1005.1   3.9   4.0 999.0 99.0 99.00
2017 01 01 04 50 999  4.6  6.6  6.65 14.81  9.81 186 1006.1   3.9   4.0 999.0 99.0 99.00
2017 01 01 05 50 999  4.5 12.1  5.98 14.81  9.55 185 1007.0   3.6   4.1 999.0 99.0 99.00
2017 01 01 06 50 999  3.1  5.5  5.02 13.79  9.07 162 1007.5   3.0   4.1 999.0 99.0 99.00
2017 01 01 07 50 999  4.2  6.6  5.91 14.81  9.64 173 1007.9   2.1   4.1 999.0 99.0 99.00
2017 01 01 08 50 999  4.0  6.7  5.50 13.79  9.52 177 1008.0 999.0   4.0 999.0 99.0 99.00
2017 01 01 09 50 999  4.6  6.9  5.10 13.79  9.02 171 1007.9 999.0   4.0 999.0 99.0 99.00
2017 01 01 10 50 999  4.5  6.6  4.91 13.79  8.66 179 1008.6 999.0   4.0 999.0 99.0 99.00
2017 01 01 11 50 999  4.8  7.3  4.71 10.00  8.66 207 1009.2 999.0   4.0 999.0 99.0 99.00
2017 01 01 12 50 999  5.8  7.6  4.88 13.79  9.03 175 1009.4 999.0   4.0 999.0 99.0 99.00
2017 01 01 13 50 999  4.1  5.8  4.10 13.79  8.36 188 1009.9 999.0   4.0 999.0 99.0 99.00
2017 01 01 14 50 999  4.6  6.4  4.11 12.90  8.45 187 1010.1 999.0   4.0 999.0 99.0 99.00
2017 01 01 15 50 999  3.6  6.0  4.14 13.79  8.68 188 1010.9 999.0   4.0 999.0 99.0 99.00
2017 01 01 16 50 999  2.7  5.2  4.36 10.81  8.91 227 1011.1 999.0   4.0 999.0 99.0 99.00
2017 01 01 17 50 999  0.4  1.9  3.70 12.12  8.55 203 1011.6 999.0   3.9 999.0 99.0 99.00
2017 01 01 18 50 999  0.2  1.2  3.63 12.12  8.33 223 1011.8 999.0   4.0 999.0 99.0 99.00
2017 01 01 19 50 999  1.2  3.8  3.92 12.90  8.47 191 1012.1 999.0   4.0 999.0 99.0 99.00
2017 01 01 20 50 999  0.3  2.3  3.92 12.90  9.07 206 1012.5 999.0   4.0 999.0 99.0 99.00
2017 01 01 21 50 999  0.5  2.0  4.33 13.79  9.37 257 1012.3 999.0   4.0 999.0 99.0 99.00
2017 01 01 22 50 999  1.6  3.6  3.90 13.79  9.06 264 1012.6 999.0   4.0 999.0 99.0 99.00
2017 01 01 23 50 999  1.4  3.6  3.92 12.90  9.30 256 1012.5 999.0   4.0 999.0 99.0 99.00
2017 01 02 00 50 999  1.0  3.0  4.14 12.12  9.44 272 1012.2 999.0   4.1 999.0 99.0 99.00
2017 01 02 01 50 999  1.5  3.1  3.40 12.12  8.92 254 1012.2 999.0   4.1 999.0 99.0 99.00
2017 01 02 02 50 999  3.2  4.7  3.65 12.12  9.10 262 1012.6 999.0   4.1 999.0 99.0 99.00
2017 01 02 03 50 999  4.1  6.0  3.28 12.12  8.69 268 1013.1 999.0   4.0 999.0 99.0 99.00
2017 01 02 04 50 999  4.0  6.1  3.20 12.90  8.85 276 1013.4 999.0   4.0 999.0 99.0 99.00
2017 01 02 05 50 999  4.1  5.5  3.09 12.12  8.53 259 1013.7 999.0   4.0 999.0 99.0 99.00
2017 01 02 06 50 999  5.5  7.2  2.67 12.12  8.20 261 1014.2 999.0   4.0 999.0 99.0 99.00
2017 01 02 07 50 999  5.6  7.2  2.72 12.12  8.14 261 1014.9 999.0   3.9 999.0 99.0 99.00
2017 01 02 08 50 999  5.8  7.2  2.58 11.43  7.95 232 1015.5 999.0   4.0 999.0 99.0 99.00
2017 01 02 09 50 999  6.1  7.7  2.43 11.43  7.74 250 1015.9 999.0   4.0 999.0 99.0 99.00
2017 01 02 10 50 999  5.4  6.7  2.55 12.12  7.80 266 1016.5 999.0   4.1 999.0 99.0 99.00
2017 01 02 11 50 999  4.9  6.5  2.55 12.90  7.89 290 1017.1 999.0   4.1 999.0 99.0 99.00
2017 01 02 12 50 999  4.7  6.0  2.57 12.12  7.92 245 1017.4 999.0   4.1 999.0 99.0 99.00
2017 01 02 13 50 999  4.9  6.4  2.27 10.81  7.34 216 1017.7 999.0   4.1 999.0 99.0 99.00
2017 01 02 14 50 999  4.4  5.7  2.32 12.12  7.63 284 1018.1 999.0   4.0 999.0 99.0 99.00
2017 01 02 15 50 999  3.0  4.1  2.46 11.43  8.07 250 1018.4 999.0   4.0 999.0 99.0 99.00
2017 01 02 16 50 999  2.9  4.4  2.20 11.43  7.74 266 1018.9 999.0   4.0 999.0 99.0 99.00
2017 01 02 17 50 999  3.0  4.3  2.37 11.43  7.79 256 1019.8 999.0   4.0 999.0 99.0 99.00
2017 01 02 18 50 999  2.4  4.3  2.29 12.12  7.79 275 1020.2 999.0   4.0 999.0 99.0 99.00
2017 01 02 19 50 999  2.3  3.4  2.09 11.43  7.54 255 1021.1 999.0   4.1 999.0 99.0 99.00
2017 01 02 20 50 999  4.8  6.4  2.38 10.81  7.78 236 1022.0 999.0   4.1 999.0 99.0 99.00
2017 01 02 21 50 999  5.1  6.4  1.97 11.43  7.12 220 1022.8 999.0   4.1 999.0 99.0 99.00
2017 01 02 22 50 999  3.6  4.9  2.12 11.43  7.50 231 1023.1 999.0   4.1 999.0 99.0 99.00
2017 01 02 23 50 999  3.2  4.3  2.08 10.81  7.53 247 1023.7 999.0   4.1 999.0 99.0 99.00
2017 01 03 00 50 999  3.7  5.1  1.95 10.81  7.49 230 1024.3 999.0   4.1 999.0 99.0 99.00
2017 01 03 01 50 999  3.5  4.9  2.15 10.81  7.76 237 1024.7 999.0   4.0 999.0 99.0 99.00
2017 01 03 02 50 999  3.3  4.3  2.15 10.00  7.90 244 1025.7 999.0   4.0 999.0 99.0 99.00
2017 01 03 03 50 999  3.6  4.7  1.96 11.43  7.80 265 1026.5 999.0   4.0 999.0 99.0 99.00
2017 01 03 04 50 999  3.4  4.4  1.89 10.00  7.64 257 1027.3 999.0   4.1 999.0 99.0 99.00
2017 01 03 05 50 999  3.7  4.8  1.93 10.81  7.52 236 1028.0 999.0   4.1 999.0 99.0 99.00
2017 01 03 06 50 999  3.0  4.1  1.87 10.81  7.38 237 1028.7 999.0   4.1 999.0 99.0 99.00
2017 01 03 07 50 999  3.4  4.6  1.74 10.00  7.43 259 1029.8 999.0   4.1 999.0 99.0 99.00
2017 01 03 08 50 999  3.3  4.5  1.76 10.00  7.25 272 1030.7 999.0   4.1 999.0 99.0 99.00
2017 01 03 09 50 999  2.7  3.8  1.81 10.00  7.31 255 1031.4 999.0   4.0 999.0 99.0 99.00
2017 01 03 10 50 999  2.2  3.4  1.81 10.00  7.28 242 1032.4 999.0   4.0 999.0 99.0 99.00
2017 01 03 11 50 999  2.2  3.2  1.73  9.09  7.24 250 1032.8 999.0   4.0 999.0 99.0 99.00
2017 01 03 12 50 999  1.8  2.7  1.72  9.09  7.29 259 1033.1 999.0   4.0 999.0 99.0 99.00
2017 01 03 13 50 999  2.5  3.6  1.52 10.00  6.99 230 1033.6 999.0   4.1 999.0 99.0 99.00
2017 01 03 14 50 999  2.3  3.2  1.60 10.00  7.11 254 1033.8 999.0   4.1 999.0 99.0 99.00
2017 01 03 15 50 999  1.7  2.5  1.71  8.33  7.49 267 1034.5 999.0   4.0 999.0 99.0 99.00
2017 01 03 16 50 999  2.7  3.7  1.77  8.33  7.36 256 1035.0 999.0   4.1 999.0 99.0 99.00
2017 01 03 17 50 999  2.9  3.7  1.77 10.00  7.58 249 1035.7 999.0   4.1 999.0 99.0 99.00
2017 01 03 18 50 999  2.2  3.0  1.71 10.81  7.56 246 1036.5 999.0   4.2 999.0 99.0 99.00
2017 01 03 19 50 999  1.6  2.5  1.50 10.81  7.14 242 1037.1 999.0   4.2 999.0 99.0 99.00
2017 01 03 20 50 999  0.9  1.7  1.52 10.81  7.30 281 1037.6 999.0   4.2 999.0 99.0 99.00
2017 01 03 21 50 999  1.9  2.7  1.56  8.33  7.10 276 1038.2 999.0   4.2 999.0 99.0 99.00
2017 01 03 22 50 999  1.8  2.9  1.45 10.81  6.84 245 1038.2 999.0   4.2 999.0 99.0 99.00
2017 01 03 23 50 999  2.5  3.5  1.30 10.00  6.62 226 1038.5 999.0   4.2 999.0 99.0 99.00
2017 01 04 00 50 999  2.3  3.2  1.45 10.81  7.04 254 1038.8 999.0   4.2 999.0 99.0 99.00
2017 01 04 01 50 999  2.6  3.4  1.52  7.69  6.90 270 1039.4 999.0   4.2 999.0 99.0 99.00
2017 01 04 02 50 999  1.1  1.7  1.51 10.81  7.05 268 1039.6 999.0   4.2 999.0 99.0 99.00
2017 01 04 03 50 999  0.8  1.7  1.45 10.00  7.08 263 1040.0 999.0   4.2 999.0 99.0 99.00
2017 01 04 04 50 999  1.2  2.0  1.63 10.00  7.48 271 1040.5 999.0   4.2 999.0 99.0 99.00
2017 01 04 05 50 999  1.4  2.1  1.48  9.09  7.27 274 1041.3 999.0   4.1 999.0 99.0 99.00
2017 01 04 06 50 999  2.2  3.4  1.43 10.81  7.16 257 1041.6 999.0   4.1 999.0 99.0 99.00
2017 01 04 07 50 999  2.3  3.0  1.35 10.00  7.17 281 1042.2 999.0   4.1 999.0 99.0 99.00
2017 01 04 08 50 999  1.7  2.6  1.30 11.43  7.12 248 1042.8 999.0   4.1 999.0 99.0 99.00
2017 01 04 09 50 999  1.5  2.5  1.35 10.00  7.19 255 1043.2 999.0   4.2 999.0 99.0 99.00
2017 01 04 10 50 999  1.5  2.4  1.32  8.33  7.02 283 1043.6 999.0   4.2 999.0 99.0 99.00
2017 01 04 11 50 999  2.6  4.0  1.30 10.81  7.22 216 1043.6 999.0   4.1 999.0 99.0 99.00
2017 01 04 12 50 999  2.1  3.0  1.24 10.81  6.94 179 1043.3 999.0   4.1 999.0 99.0 99.00
2017 01 04 13 50 999  2.4  4.7  1.22 10.81  7.28 182 1043.4 999.0   4.2 999.0 99.0 99.00
2017 01 04 14 50 999  3.3  4.5  1.20 10.81  6.94 222 1043.7 999.0   4.2 999.0 99.0 99.00
2017 01 04 15 50 999  3.0  4.3  1.20 10.00  7.53 224 1044.0 999.0   4.2 999.0 99.0 99.00
2017 01 04 16 50 999  2.2  3.3  1.25  9.09  7.27 249 1044.4 999.0   4.2 999.0 99.0 99.00
2017 01 04 17 50 999  2.4  3.3  1.11  8.33  7.06 230 1044.6 999.0   4.1 999.0 99.0 99.00
2017 01 04 18 50 999  3.9  5.7  1.01 10.81  6.79 260 1044.8 999.0   4.1 999.0 99.0 99.00
2017 01 04 19 50 999  4.6  6.0  1.14  9.09  6.94 248 1045.2 999.0   4.1 999.0 99.0 99.00
2017 01 04 20 50 999  5.7  6.8  1.28  9.09  6.83 250 1045.5 999.0   4.1 999.0 99.0 99.00
2017 01 04 21 50 999  6.3  8.0  1.15  9.09  5.97 262 1045.4 999.0   4.1 999.0 99.0 99.00
2017 01 04 22 50 999  6.8  9.2  1.14  8.33  5.35 257 1045.3 999.0   4.1 999.0 99.0 99.00
2017 01 04 23 50 999  6.8  8.3  1.19 10.00  5.51 237 1045.3 999.0   4.1 999.0 99.0 99.00
2017 01 05 00 50 999  6.4  7.9  1.21  9.09  5.43 255 1045.2 999.0   4.1 999.0 99.0 99.00
2017 01 05 01 50 999  8.3 10.5  1.27 10.00  5.24 229 1044.8 999.0   4.1 999.0 99.0 99.00
2017 01 05 02 50 999  8.5 10.0  1.28 10.00  5.07 227 1044.8 999.0   4.1 999.0 99.0 99.00
2017 01 05 03 50 999  8.9 10.7  1.32  4.35  4.94  91 1044.8 999.0   4.1 999.0 99.0 99.00
2017 01 05 04 50 999  9.4 11.4  1.47  5.00  5.03  96 1044.7 999.0   4.2 999.0 99.0 99.00
2017 01 05 05 50 999  9.9 12.2  1.57  5.26  5.20 120 1044.5 999.0   4.2 999.0 99.0 99.00
2017 01 05 06 50 999  9.6 11.7  1.80  5.26  5.28 110 1044.7 999.0   4.0 999.0 99.0 99.00
2017 01 05 07 50 999 10.7 13.5  1.81  5.88  5.26  97 1044.5 999.0   4.0 999.0 99.0 99.00
2017 01 05 08 50 999 11.5 14.1  1.90  5.88  5.36  98 1044.1 999.0   4.0 999.0 99.0 99.00
2017 01 05 09 50 999 11.4 13.8  2.00  6.25  5.47  99 1044.3 999.0   4.0 999.0 99.0 99.00
