#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2018 05 30 22 50  77  4.4  5.5  1.61 10.81  7.54 206 1013.6   7.0   7.9   6.5 99.0 99.00
2018 05 30 23 50  80  4.1  5.0  1.62 10.81  7.66 211 1013.3   7.2   8.0   6.3 99.0 99.00
2018 05 31 00 50  95  4.1  5.2  1.54 11.43  7.62 206 1013.2   7.0   8.0   6.3 99.0 99.00
2018 05 31 01 50  84  5.3  6.6  1.72 10.81  7.59 229 1012.8   7.1   8.1   6.3 99.0 99.00
2018 05 31 02 50  80  6.2  7.4  1.95 10.81  8.07 220 1012.5   7.0   8.0   6.2 99.0 99.00
2018 05 31 03 50  77  6.0  7.5  1.79 10.81  7.29 222 1012.5   7.1   7.9   6.2 99.0 99.00
2018 05 31 04 50  67  5.7  7.3  1.81 10.81  7.24 220 1012.4   6.9   7.9   6.3 99.0 99.00
2018 05 31 05 50  63  5.8  7.0  1.71 11.43  6.39 225 1012.0   7.0   7.8   6.6 99.0 99.00
2018 05 31 06 50  65  4.3  6.4  1.60 10.81  5.97 217 1011.8   7.0   7.7   7.0 99.0 99.00
2018 05 31 07 50  58  4.9  6.0  1.73 10.81  6.51 225 1011.5   7.2   7.7   7.0 99.0 99.00
2018 05 31 08 50  99  5.8  6.8  1.52 10.81  5.86 213 1011.3   7.0   7.7   6.9 99.0 99.00
2018 05 31 09 50  79  4.7  6.4  1.59 10.81  6.51 211 1011.1   7.1   7.7   6.9 99.0 99.00
2018 05 31 10 50  79  5.2  6.3  1.34 10.00  6.32 209 1010.8   7.2   7.6   6.7 99.0 99.00
2018 05 31 11 50  72  5.2  6.5  1.29 10.81  6.02 208 1010.5   7.1   7.6   6.5 99.0 99.00
2018 05 31 12 50  64  5.7  6.8  1.32 10.00  6.09 203 1010.0   7.1   7.3   6.4 99.0 99.00
2018 05 31 13 50  61  6.2  7.5  1.28 10.00  5.80 213 1009.7   7.1   7.2   6.5 99.0 99.00
2018 05 31 14 50  66  6.4  8.0  1.35 10.81  5.67 207 1009.6   7.0   7.1   6.5 99.0 99.00
2018 05 31 15 50  61  7.2  8.5  1.37 10.81  5.27 214 1009.6   6.6   7.1   6.5 99.0 99.00
2018 05 31 16 50  58  6.6  8.0  1.44 10.00  5.28 210 1009.6   7.0   7.2   6.4 99.0 99.00
2018 05 31 17 50  62  6.9  8.4  1.62 10.81  5.62 211 1009.6   6.7   7.3   6.3 99.0 99.00
2018 05 31 18 50  57  5.8  7.2  1.49 10.81  5.76 216 1009.6   7.0   7.4   6.6 99.0 99.00
2018 05 31 19 50  68  5.2  6.2  1.40 10.00  5.43 209 1009.7   7.1   7.5   6.5 99.0 99.00
2018 05 31 20 50  64  5.8  6.7  1.32 10.00  5.26 202 1009.7   7.0   7.7   6.2 99.0 99.00
2018 05 31 21 50  62  5.7  6.6  1.34 10.00  5.16 222 1009.6   7.3   7.7   5.7 99.0 99.00
2018 05 31 22 50  55  5.7  6.8  1.20 10.00  5.33 208 1009.7   7.4   7.6   5.7 99.0 99.00
2018 05 31 23 50  50  5.7  6.7  1.12  4.76  5.23  89 1009.5   7.3   7.4   5.7 99.0 99.00
2018 06 01 00 50  45  5.3  6.6  1.16 10.00  5.50 212 1009.6   7.3   7.4   5.6 99.0 99.00
2018 06 01 01 50  45  5.2  6.4  1.18  9.09  5.38 197 1009.5   7.2   7.4   5.7 99.0 99.00
2018 06 01 02 50  40  5.2  6.1  1.13  9.09  5.39 219 1009.6   7.3   7.5   5.8 99.0 99.00
2018 06 01 03 50  35  5.2  6.0  1.08  9.09  5.49 224 1009.7   7.4   7.6   5.9 99.0 99.00
2018 06 01 04 50  34  5.0  5.8  1.11 10.00  5.13 222 1009.9   7.3   7.6   6.1 99.0 99.00
2018 06 01 05 50  38  5.1  6.4  1.18 10.00  5.16 196 1009.9   7.2   7.5   6.5 99.0 99.00
2018 06 01 06 50  42  5.3  6.5  1.15 10.00  4.77 219 1010.2   6.9   7.4   6.5 99.0 99.00
2018 06 01 07 50  24  4.6  5.5  1.15  9.09  4.82 229 1010.3   7.2   7.4   6.5 99.0 99.00
2018 06 01 08 50  17  4.7  5.6  1.17  9.09  5.01 233 1010.4   7.2   7.4   6.3 99.0 99.00
